id,order_id,date,amount_cents,status
pay-001118,ord-00907,2026-09-09,13971,settled
pay-001119,ord-00907,2026-09-10,13972,settled
pay-001120,ord-00908,2026-05-29,33534,settled
pay-001121,ord-00909,2026-08-29,10949,settled
pay-001122,ord-00910,2026-03-26,23949,pending
pay-001123,ord-00911,2026-08-25,10913,settled
pay-001124,ord-00912,2026-06-25,23041,settled
pay-001125,ord-00914,2026-08-06,34691,settled
pay-001126,ord-00915,2026-04-10,11585,settled
pay-001127,ord-00916,2026-09-03,21426,settled
pay-001128,ord-00916,2026-09-04,21427,settled
pay-001129,ord-00917,2026-08-27,68337,settled
pay-001130,ord-00918,2025-12-09,40604,settled
pay-001131,ord-00919,2026-07-25,51184,settled
pay-001132,ord-00919,2026-07-26,51185,settled
pay-001133,ord-00920,2026-08-25,49877,settled
pay-001134,ord-00921,2026-07-17,58124,settled
pay-001135,ord-00922,2025-10-25,41405,settled
pay-001136,ord-00922,2025-10-26,41406,settled
pay-001137,ord-00923,2026-06-11,19919,pending
pay-001138,ord-00924,2026-05-29,35909,settled
pay-001139,ord-00925,2026-03-21,20562,settled
pay-001140,ord-00925,2026-03-22,20563,settled
pay-001141,ord-00926,2026-07-28,11513,settled
pay-001142,ord-00927,2026-04-29,57286,settled
pay-001143,ord-00928,2026-07-09,11481,pending
pay-001144,ord-00929,2026-02-11,17964,pending
pay-001145,ord-00930,2026-05-04,56793,settled
pay-001146,ord-00931,2026-01-21,5458,settled
pay-001147,ord-00931,2026-01-22,5458,settled
pay-001148,ord-00932,2026-08-18,56927,settled
pay-001149,ord-00933,2026-08-16,54679,settled
pay-001150,ord-00934,2026-02-04,43284,settled
pay-001151,ord-00934,2026-02-05,43285,settled
pay-001152,ord-00935,2026-06-24,3874,pending
pay-001153,ord-00936,2026-09-05,84543,settled
pay-001154,ord-00937,2026-08-04,5793,settled
pay-001155,ord-00937,2026-08-05,5793,settled
pay-001156,ord-00938,2026-08-22,87417,settled
pay-001157,ord-00939,2026-07-14,11379,settled
pay-001158,ord-00940,2026-06-19,10030,settled
pay-001159,ord-00940,2026-06-20,10031,settled
pay-001160,ord-00941,2026-03-27,23051,settled
pay-001161,ord-00942,2026-09-06,11440,settled
pay-001162,ord-00943,2026-08-26,5768,settled
pay-001163,ord-00943,2026-08-27,5769,settled
pay-001164,ord-00944,2026-04-30,55697,settled
pay-001165,ord-00945,2026-08-09,29061,settled
pay-001166,ord-00946,2026-07-13,43444,settled
pay-001167,ord-00946,2026-07-14,43444,settled
pay-001168,ord-00947,2026-06-16,69202,settled
pay-001169,ord-00948,2026-07-17,53722,settled
pay-001170,ord-00949,2026-06-09,28188,settled
pay-001171,ord-00949,2026-06-10,28189,settled
pay-001172,ord-00950,2026-07-09,11579,settled
pay-001173,ord-00951,2026-06-24,22718,settled
pay-001174,ord-00952,2026-03-21,68574,settled
pay-001175,ord-00952,2026-03-22,68575,settled
pay-001176,ord-00953,2026-06-25,130391,settled
pay-001177,ord-00954,2026-03-19,11180,settled
pay-001178,ord-00955,2026-03-16,21293,settled
pay-001179,ord-00955,2026-03-17,21294,settled
pay-001180,ord-00956,2026-06-04,34580,settled
pay-001181,ord-00957,2026-02-16,44158,settled
pay-001182,ord-00958,2026-01-28,3622,pending
pay-001183,ord-00959,2026-08-18,21413,settled
pay-001184,ord-00960,2026-01-27,88903,settled
pay-001185,ord-00961,2026-01-21,37479,settled
pay-001186,ord-00961,2026-01-22,37479,settled
pay-001187,ord-00962,2025-11-22,41839,settled
pay-001188,ord-00963,2026-04-25,32720,settled
pay-001189,ord-00964,2026-07-16,38863,settled
pay-001190,ord-00964,2026-07-17,38863,settled
pay-001191,ord-00966,2026-07-15,11476,settled
pay-001192,ord-00967,2026-08-15,17697,settled
pay-001193,ord-00967,2026-08-16,17697,settled
pay-001194,ord-00968,2026-01-12,23283,settled
pay-001195,ord-00969,2026-05-07,14801,pending
pay-001196,ord-00970,2026-06-13,47636,settled
pay-001197,ord-00970,2026-06-14,47637,settled
pay-001198,ord-00971,2026-05-17,22085,settled
pay-001199,ord-00972,2025-12-13,94124,settled
pay-001200,ord-00973,2026-04-30,27659,settled
pay-001201,ord-00973,2026-05-01,27660,settled
pay-001202,ord-00974,2026-07-23,56325,settled
pay-001203,ord-00975,2026-07-20,33640,settled
pay-001204,ord-00976,2026-08-29,3870,pending
pay-001205,ord-00977,2026-07-18,11395,settled
pay-001206,ord-00979,2026-01-15,16834,settled
pay-001207,ord-00979,2026-01-16,16835,settled
pay-001208,ord-00980,2026-06-28,54341,settled
pay-001209,ord-00981,2026-04-28,7718,pending
pay-001210,ord-00982,2026-01-24,29605,settled
pay-001211,ord-00982,2026-01-25,29606,settled
pay-001212,ord-00983,2026-01-23,11081,pending
pay-001213,ord-00984,2026-07-17,11460,pending
pay-001214,ord-00985,2026-03-09,16363,settled
pay-001215,ord-00985,2026-03-10,16364,settled
pay-001216,ord-00986,2026-03-01,84900,settled
pay-001217,ord-00987,2026-09-17,102814,settled
pay-001218,ord-00988,2026-09-06,14626,settled
pay-001219,ord-00988,2026-09-07,14626,settled
pay-001220,ord-00989,2026-05-29,64630,settled
pay-001221,ord-00990,2026-01-27,22321,settled
pay-001222,ord-00991,2026-07-06,5625,settled
pay-001223,ord-00991,2026-07-07,5625,settled
pay-001224,ord-00992,2026-06-24,34255,settled
pay-001225,ord-00993,2026-01-25,88047,settled
pay-001226,ord-00994,2026-07-02,44090,settled
pay-001227,ord-00994,2026-07-03,44091,settled
pay-001228,ord-00995,2026-02-11,54343,settled
pay-001229,ord-00996,2026-01-23,117614,settled
pay-001230,ord-00997,2026-06-28,8727,settled
pay-001231,ord-00997,2026-06-29,8727,settled
pay-001232,ord-00998,2026-04-08,32053,pending
pay-001233,ord-00999,2026-07-09,17334,pending
pay-001234,ord-01000,2026-08-03,9179,settled
pay-001235,ord-01000,2026-08-04,9179,settled
pay-001236,ord-01001,2026-08-26,23263,settled
pay-001237,ord-01002,2026-06-20,105511,settled
pay-001238,ord-01003,2026-08-09,25710,settled
pay-001239,ord-01003,2026-08-10,25711,settled
pay-001240,ord-01004,2026-07-02,66000,settled
pay-001241,ord-01005,2026-07-11,61360,settled
pay-001242,ord-01007,2026-04-15,61108,settled
pay-001243,ord-01008,2026-04-03,78902,settled
pay-001244,ord-01009,2026-06-29,16903,settled
pay-001245,ord-01009,2026-06-30,16903,settled
pay-001246,ord-01010,2026-09-01,11283,settled
pay-001247,ord-01011,2026-01-25,28830,settled
pay-001248,ord-01012,2026-01-17,28140,settled
pay-001249,ord-01012,2026-01-18,28140,settled
pay-001250,ord-01013,2026-02-19,17332,settled
pay-001251,ord-01014,2026-07-20,23285,settled
pay-001252,ord-01015,2026-02-05,6948,pending
pay-001253,ord-01016,2026-05-16,18425,settled
pay-001254,ord-01017,2026-05-09,89762,settled
pay-001255,ord-01018,2026-07-22,16590,settled
pay-001256,ord-01018,2026-07-23,16591,settled
pay-001257,ord-01019,2026-09-05,52216,settled
pay-001258,ord-01020,2026-08-20,22460,settled
pay-001259,ord-01021,2026-08-03,40350,settled
pay-001260,ord-01021,2026-08-04,40350,settled
pay-001261,ord-01022,2026-07-01,83698,settled
pay-001262,ord-01023,2026-08-21,32679,settled
pay-001263,ord-01024,2026-08-30,11531,settled
pay-001264,ord-01024,2026-08-31,11532,settled
pay-001265,ord-01025,2026-06-08,11301,settled
pay-001266,ord-01026,2026-06-15,83968,settled
pay-001267,ord-01027,2026-07-06,13382,pending
pay-001268,ord-01028,2026-06-13,68794,settled
pay-001269,ord-01029,2026-08-11,20121,settled
pay-001270,ord-01030,2026-05-28,5430,settled
pay-001271,ord-01030,2026-05-29,5430,settled
pay-001272,ord-01031,2026-02-16,22224,settled
pay-001273,ord-01032,2026-09-13,35226,settled
pay-001274,ord-01033,2026-06-28,54286,settled
pay-001275,ord-01033,2026-06-29,54286,settled
pay-001276,ord-01034,2026-02-06,88729,settled
pay-001277,ord-01035,2026-06-25,22047,settled
pay-001278,ord-01036,2025-12-24,26998,settled
pay-001279,ord-01036,2025-12-25,26999,settled
pay-001280,ord-01037,2026-05-14,22877,settled
pay-001281,ord-01038,2026-05-28,147150,settled
pay-001282,ord-01039,2026-09-17,5525,settled
pay-001283,ord-01039,2026-09-18,5525,settled
pay-001284,ord-01040,2026-06-21,22868,settled
pay-001285,ord-01041,2026-09-07,10857,settled
pay-001286,ord-01042,2026-02-11,7370,pending
pay-001287,ord-01043,2026-06-28,42607,settled
pay-001288,ord-01044,2025-12-10,32892,settled
pay-001289,ord-01045,2026-07-09,23185,settled
pay-001290,ord-01045,2026-07-10,23186,settled
pay-001291,ord-01046,2026-09-10,22556,settled
pay-001292,ord-01047,2026-08-30,64030,settled
pay-001293,ord-01048,2025-12-29,17008,settled
pay-001294,ord-01048,2025-12-30,17008,settled
pay-001295,ord-01049,2026-05-09,35662,settled
pay-001296,ord-01050,2026-08-26,33476,settled
pay-001297,ord-01051,2026-05-16,15905,settled
pay-001298,ord-01051,2026-05-17,15905,settled
pay-001299,ord-01052,2026-02-28,33815,settled
pay-001300,ord-01053,2025-12-14,83883,settled
pay-001301,ord-01054,2026-08-07,9354,pending
pay-001302,ord-01055,2026-02-04,93343,settled
pay-001303,ord-01056,2026-01-18,106033,settled
pay-001304,ord-01057,2026-08-31,28120,settled
pay-001305,ord-01057,2026-09-01,28121,settled
pay-001306,ord-01058,2026-05-12,11853,pending
pay-001307,ord-01059,2026-09-12,11641,settled
pay-001308,ord-01060,2026-05-30,25539,settled
pay-001309,ord-01060,2026-05-31,25539,settled
pay-001310,ord-01061,2026-08-22,20532,settled
pay-001311,ord-01062,2026-08-19,87547,settled
pay-001312,ord-01063,2026-08-21,6912,pending
pay-001313,ord-01064,2026-06-28,54864,settled
pay-001314,ord-01065,2025-11-03,91648,settled
pay-001315,ord-01066,2026-03-11,36874,settled
pay-001316,ord-01066,2026-03-12,36874,settled
pay-001317,ord-01067,2025-11-22,28374,settled
pay-001318,ord-01068,2026-08-09,57459,settled
pay-001319,ord-01069,2025-12-09,5755,settled
pay-001320,ord-01069,2025-12-10,5755,settled
pay-001321,ord-01070,2026-03-13,85555,settled
pay-001322,ord-01071,2026-02-11,55040,settled
pay-001323,ord-01072,2026-04-04,33187,settled
pay-001324,ord-01072,2026-04-05,33187,settled
pay-001325,ord-01073,2026-08-16,11214,settled
pay-001326,ord-01074,2026-09-16,32566,settled
pay-001327,ord-01075,2026-04-26,15989,settled
pay-001328,ord-01075,2026-04-27,15989,settled
pay-001329,ord-01076,2026-03-31,34090,settled
pay-001330,ord-01077,2025-12-12,84701,settled
pay-001331,ord-01078,2026-09-12,28455,settled
pay-001332,ord-01078,2026-09-13,28456,settled
pay-001333,ord-01079,2026-08-20,115760,settled
pay-001334,ord-01081,2026-08-31,47859,settled
pay-001335,ord-01081,2026-09-01,47859,settled
pay-001336,ord-01082,2026-04-01,17315,settled
pay-001337,ord-01083,2026-04-02,22053,settled
pay-001338,ord-01084,2026-04-14,20858,pending
pay-001339,ord-01085,2026-03-18,11355,settled
pay-001340,ord-01086,2026-06-05,57818,settled
pay-001341,ord-01087,2026-03-02,16467,settled
pay-001342,ord-01087,2026-03-03,16467,settled
pay-001343,ord-01088,2026-04-26,56899,settled
pay-001344,ord-01089,2025-12-13,91157,settled
pay-001345,ord-01090,2026-05-22,11219,settled
pay-001346,ord-01090,2026-05-23,11220,settled
pay-001347,ord-01091,2026-09-02,46834,settled
pay-001348,ord-01092,2026-03-28,34505,settled
pay-001349,ord-01093,2026-05-12,5758,settled
pay-001350,ord-01093,2026-05-13,5759,settled
pay-001351,ord-01094,2026-04-16,33444,settled
pay-001352,ord-01095,2026-06-17,83411,settled
pay-001353,ord-01097,2026-06-12,11029,settled
pay-001354,ord-01098,2026-02-09,63087,settled
pay-001355,ord-01099,2026-04-22,10561,settled
pay-001356,ord-01099,2026-04-23,10562,settled
pay-001357,ord-01100,2026-09-20,35489,settled
pay-001358,ord-01101,2026-07-23,94803,settled
pay-001359,ord-01102,2026-04-09,5745,settled
pay-001360,ord-01102,2026-04-10,5745,settled
pay-001361,ord-01103,2026-03-30,33525,settled
pay-001362,ord-01104,2026-03-21,11350,settled
pay-001363,ord-01105,2025-11-28,14575,pending
pay-001364,ord-01106,2026-04-19,98027,settled
pay-001365,ord-01107,2026-07-14,26074,pending
pay-001366,ord-01108,2025-11-11,17213,settled
pay-001367,ord-01108,2025-11-12,17213,settled
pay-001368,ord-01109,2026-09-13,11188,settled
pay-001369,ord-01110,2026-09-07,57060,settled
pay-001370,ord-01111,2026-02-04,22484,settled
pay-001371,ord-01111,2026-02-05,22485,settled
pay-001372,ord-01112,2025-12-21,28335,settled
pay-001373,ord-01113,2026-02-11,56851,settled
pay-001374,ord-01114,2026-07-29,27603,settled
pay-001375,ord-01114,2026-07-30,27604,settled
pay-001376,ord-01115,2026-05-14,21304,settled
pay-001377,ord-01116,2026-07-15,49892,settled
pay-001378,ord-01117,2026-05-14,11006,settled
pay-001379,ord-01117,2026-05-15,11007,settled
pay-001380,ord-01118,2026-08-30,86044,settled
pay-001381,ord-01119,2026-03-01,114506,settled
pay-001382,ord-01120,2026-07-17,43100,settled
pay-001383,ord-01120,2026-07-18,43100,settled
pay-001384,ord-01121,2026-05-22,20721,settled
pay-001385,ord-01122,2026-01-23,51093,settled
pay-001386,ord-01123,2026-07-10,60104,pending
pay-001387,ord-01124,2026-06-22,11459,settled
pay-001388,ord-01125,2026-06-08,64045,settled
pay-001389,ord-01126,2026-04-04,39229,settled
pay-001390,ord-01126,2026-04-05,39229,settled
pay-001391,ord-01127,2025-12-31,44832,settled
pay-001392,ord-01128,2026-08-17,22067,settled
pay-001393,ord-01129,2026-04-09,20132,settled
pay-001394,ord-01129,2026-04-10,20133,settled
pay-001395,ord-01130,2026-03-15,23314,settled
pay-001396,ord-01131,2026-05-20,22262,settled
pay-001397,ord-01132,2025-12-24,25787,settled
pay-001398,ord-01132,2025-12-25,25787,settled
pay-001399,ord-01133,2026-03-27,54943,settled
pay-001400,ord-01134,2026-05-22,21768,settled
pay-001401,ord-01135,2026-09-05,11193,settled
pay-001402,ord-01135,2026-09-06,11193,settled
pay-001403,ord-01136,2026-04-23,11052,pending
pay-001404,ord-01137,2026-04-14,34488,settled
pay-001405,ord-01138,2026-08-04,27026,settled
pay-001406,ord-01138,2026-08-05,27027,settled
pay-001407,ord-01139,2026-09-09,59316,settled
pay-001408,ord-01140,2026-02-14,71523,settled
pay-001409,ord-01141,2026-02-02,16604,settled
pay-001410,ord-01141,2026-02-03,16605,settled
pay-001411,ord-01142,2026-08-16,59139,settled
pay-001412,ord-01143,2025-10-27,17422,settled
pay-001413,ord-01144,2026-06-28,31062,settled
pay-001414,ord-01144,2026-06-29,31062,settled
pay-001415,ord-01145,2026-03-11,17819,settled
pay-001416,ord-01146,2026-04-30,41497,settled
pay-001417,ord-01147,2026-06-08,17345,settled
pay-001418,ord-01147,2026-06-09,17346,settled
pay-001419,ord-01148,2026-07-13,45290,settled
pay-001420,ord-01149,2026-01-20,18273,settled
pay-001421,ord-01150,2026-04-04,10937,settled
pay-001422,ord-01150,2026-04-05,10937,settled
pay-001423,ord-01151,2026-08-24,23279,settled
pay-001424,ord-01152,2026-01-15,58398,settled
pay-001425,ord-01153,2026-04-14,16352,settled
pay-001426,ord-01153,2026-04-15,16352,settled
pay-001427,ord-01154,2026-06-13,43495,settled
pay-001428,ord-01155,2026-05-24,43654,settled
pay-001429,ord-01157,2026-06-07,83983,settled
pay-001430,ord-01158,2026-06-14,11638,settled
pay-001431,ord-01159,2026-03-07,11638,settled
pay-001432,ord-01159,2026-03-08,11639,settled
pay-001433,ord-01160,2025-10-26,22844,settled
pay-001434,ord-01161,2026-05-09,32964,settled
pay-001435,ord-01162,2026-02-28,26090,pending
pay-001436,ord-01163,2026-08-21,62806,settled
pay-001437,ord-01164,2026-08-25,59844,settled
pay-001438,ord-01165,2026-06-01,41109,settled
pay-001439,ord-01165,2026-06-02,41109,settled
pay-001440,ord-01166,2026-08-11,40204,settled
pay-001441,ord-01168,2026-03-13,11110,settled
pay-001442,ord-01168,2026-03-14,11110,settled
pay-001443,ord-01169,2026-03-16,11584,settled
pay-001444,ord-01170,2025-11-17,43256,settled
pay-001445,ord-01171,2026-08-25,16742,settled
pay-001446,ord-01171,2026-08-26,16743,settled
pay-001447,ord-01172,2026-07-07,20888,settled
pay-001448,ord-01173,2026-09-05,81990,settled
pay-001449,ord-01174,2026-09-13,44791,settled
pay-001450,ord-01174,2026-09-14,44791,settled
pay-001451,ord-01175,2026-08-01,33676,settled
pay-001452,ord-01177,2026-02-10,5556,settled
pay-001453,ord-01177,2026-02-11,5556,settled
pay-001454,ord-01178,2026-01-28,89826,settled
pay-001455,ord-01179,2026-07-17,35038,settled
pay-001456,ord-01182,2026-02-10,69432,settled
pay-001457,ord-01183,2026-07-21,31000,settled
pay-001458,ord-01183,2026-07-22,31000,settled
pay-001459,ord-01184,2026-04-16,22358,settled
pay-001460,ord-01185,2026-07-28,93542,settled
pay-001461,ord-01186,2026-08-30,44774,settled
pay-001462,ord-01186,2026-08-31,44774,settled
pay-001463,ord-01187,2026-04-29,59026,settled
pay-001464,ord-01188,2026-06-29,55019,settled
pay-001465,ord-01189,2026-03-21,5450,settled
pay-001466,ord-01189,2026-03-22,5451,settled
pay-001467,ord-01190,2026-08-15,22763,settled
pay-001468,ord-01192,2026-08-31,17051,settled
pay-001469,ord-01192,2026-09-01,17051,settled
pay-001470,ord-01194,2026-03-06,38722,settled
pay-001471,ord-01195,2026-08-19,22824,settled
pay-001472,ord-01195,2026-08-20,22825,settled
pay-001473,ord-01196,2026-07-16,41602,settled
pay-001474,ord-01197,2026-03-06,50686,settled
pay-001475,ord-01198,2026-03-14,16784,settled
pay-001476,ord-01198,2026-03-15,16785,settled
pay-001477,ord-01200,2026-05-09,13588,pending
