id,customer_id,session_id,channel,campaign_id,date,intent,status,order_id,variant_id
lead-public-00197,cust-0173,session-public-02157,Instagram,camp-studio,2026-07-29,browse,lost,,
lead-public-00198,cust-0180,session-public-02168,Organic,organic,2026-04-12,browse,open,,
lead-public-00199,cust-0187,session-public-02179,DM,camp-private,2026-04-17,consider,open,,
lead-public-00200,cust-0194,session-public-02190,Paid Social,camp-move,2026-07-26,browse,open,,
lead-public-00201,cust-0201,session-public-02201,Instagram,camp-studio,2026-06-21,browse,lost,,
lead-public-00202,cust-0208,session-public-02212,Organic,organic,2026-08-20,consider,open,,
lead-public-00203,cust-0215,session-public-02223,DM,camp-private,2026-05-18,browse,open,,
lead-public-00204,cust-0222,session-public-02234,Paid Social,camp-move,2026-08-15,browse,open,,
lead-public-00205,cust-0229,session-public-02245,Instagram,camp-studio,2026-07-25,consider,lost,,
lead-public-00206,cust-0236,session-public-02256,Organic,organic,2025-12-30,browse,open,,
lead-public-00207,cust-0243,session-public-02267,DM,camp-private,2026-03-10,browse,open,,
lead-public-00208,cust-0250,session-public-02278,Paid Social,camp-move,2026-05-15,consider,open,,
lead-public-00209,cust-0257,session-public-02289,Instagram,camp-studio,2026-05-29,browse,lost,,
lead-public-00210,cust-0264,session-public-02300,Organic,organic,2026-03-22,browse,open,,
lead-public-00211,cust-0271,session-public-02311,DM,camp-private,2026-08-18,consider,open,,
lead-public-00212,cust-0278,session-public-02322,Paid Social,camp-move,2025-12-30,browse,open,,
lead-public-00213,cust-0285,session-public-02333,Instagram,camp-studio,2026-02-11,browse,lost,,
lead-public-00214,cust-0292,session-public-02344,Organic,organic,2026-08-30,consider,open,,
lead-public-00215,cust-0299,session-public-02355,DM,camp-private,2026-08-11,browse,open,,
lead-public-00216,cust-0306,session-public-02366,Paid Social,camp-move,2026-07-23,browse,open,,
lead-public-00217,cust-0313,session-public-02377,Instagram,camp-studio,2026-09-13,consider,lost,,
lead-public-00218,cust-0320,session-public-02388,Organic,organic,2026-05-17,browse,open,,
lead-public-00219,cust-0327,session-public-02399,DM,camp-private,2026-03-10,browse,open,,
lead-public-00220,cust-0334,session-public-02410,Paid Social,camp-move,2026-06-09,consider,open,,
lead-public-00221,cust-0341,session-public-02421,Instagram,camp-studio,2026-01-20,browse,lost,,
lead-public-00222,cust-0348,session-public-02432,Organic,organic,2026-07-31,browse,open,,
lead-public-00223,cust-0355,session-public-02443,DM,camp-private,2026-06-16,consider,open,,
lead-public-00224,cust-0362,session-public-02454,Paid Social,camp-move,2026-02-04,browse,open,,
lead-public-00225,cust-0369,session-public-02465,Instagram,camp-studio,2026-08-29,browse,lost,,
lead-public-00226,cust-0376,session-public-02476,Organic,organic,2025-10-29,consider,open,,
lead-public-00227,cust-0383,session-public-02487,DM,camp-private,2026-08-03,browse,open,,
lead-public-00228,cust-0390,session-public-02498,Paid Social,camp-move,2026-09-17,browse,open,,
lead-public-00229,cust-0397,session-public-02509,Instagram,camp-studio,2026-07-02,consider,lost,,
lead-public-00230,cust-0004,session-public-02520,Organic,organic,2026-09-18,browse,open,,
lead-public-00231,cust-0011,session-public-02531,DM,camp-private,2026-09-17,browse,open,,
lead-public-00232,cust-0018,session-public-02542,Paid Social,camp-move,2026-04-26,consider,open,,
lead-public-00233,cust-0025,session-public-02553,Instagram,camp-studio,2026-07-27,browse,lost,,
lead-public-00234,cust-0032,session-public-02564,Organic,organic,2026-04-24,browse,open,,
lead-public-00235,cust-0039,session-public-02575,DM,camp-private,2026-09-14,consider,open,,
lead-public-00236,cust-0046,session-public-02586,Paid Social,camp-move,2026-04-26,browse,open,,
lead-public-00237,cust-0053,session-public-02597,Instagram,camp-studio,2026-05-29,browse,lost,,
lead-public-00238,cust-0060,session-public-02608,Organic,organic,2026-07-01,consider,open,,
lead-public-00239,cust-0067,session-public-02619,DM,camp-private,2026-09-17,browse,open,,
lead-public-00240,cust-0074,session-public-02630,Paid Social,camp-move,2026-02-09,browse,open,,
lead-public-00241,cust-0081,session-public-02641,Instagram,camp-studio,2026-07-21,consider,lost,,
lead-public-00242,cust-0088,session-public-02652,Organic,organic,2026-09-06,browse,open,,
lead-public-00243,cust-0095,session-public-02663,DM,camp-private,2026-05-10,browse,open,,
lead-public-00244,cust-0102,session-public-02674,Paid Social,camp-move,2026-07-04,consider,open,,
lead-public-00245,cust-0109,session-public-02685,Instagram,camp-studio,2026-03-02,browse,lost,,
lead-public-00246,cust-0116,session-public-02696,Organic,organic,2026-01-08,browse,open,,
lead-public-00247,cust-0123,session-public-02707,DM,camp-private,2026-07-06,consider,open,,
lead-public-00248,cust-0130,session-public-02718,Paid Social,camp-move,2026-08-19,browse,open,,
lead-public-00249,cust-0137,session-public-02729,Instagram,camp-studio,2026-06-01,browse,lost,,
lead-public-00250,cust-0144,session-public-02740,Organic,organic,2026-09-11,consider,open,,
lead-public-00251,cust-0151,session-public-02751,DM,camp-private,2026-05-19,browse,open,,
lead-public-00252,cust-0158,session-public-02762,Paid Social,camp-move,2026-09-06,browse,open,,
lead-public-00253,cust-0165,session-public-02773,Instagram,camp-studio,2026-05-02,consider,lost,,
lead-public-00254,cust-0172,session-public-02784,Organic,organic,2026-06-22,browse,open,,
lead-public-00255,cust-0179,session-public-02795,DM,camp-private,2026-04-16,browse,open,,
lead-public-00256,cust-0186,session-public-02806,Paid Social,camp-move,2026-08-24,consider,open,,
lead-public-00257,cust-0193,session-public-02817,Instagram,camp-studio,2026-05-11,browse,lost,,
lead-public-00258,cust-0200,session-public-02828,Organic,organic,2025-10-27,browse,open,,
lead-public-00259,cust-0207,session-public-02839,DM,camp-private,2025-12-15,consider,open,,
lead-public-00260,cust-0214,session-public-02850,Paid Social,camp-move,2026-09-10,browse,open,,
lead-public-00261,cust-0221,session-public-02861,Instagram,camp-studio,2026-09-13,browse,lost,,
lead-public-00262,cust-0228,session-public-02872,Organic,organic,2026-06-04,consider,open,,
lead-public-00263,cust-0235,session-public-02883,DM,camp-private,2025-12-01,browse,open,,
lead-public-00264,cust-0242,session-public-02894,Paid Social,camp-move,2025-11-24,browse,open,,
lead-public-00265,cust-0249,session-public-02905,Instagram,camp-studio,2026-06-26,consider,lost,,
lead-public-00266,cust-0256,session-public-02916,Organic,organic,2026-01-24,browse,open,,
lead-public-00267,cust-0263,session-public-02927,DM,camp-private,2026-04-30,browse,open,,
lead-public-00268,cust-0270,session-public-02938,Paid Social,camp-move,2026-08-22,consider,open,,
lead-public-00269,cust-0277,session-public-02949,Instagram,camp-studio,2026-07-10,browse,lost,,
lead-public-00270,cust-0284,session-public-02960,Organic,organic,2026-06-09,browse,open,,
lead-public-00271,cust-0291,session-public-02971,DM,camp-private,2026-01-21,consider,open,,
lead-public-00272,cust-0298,session-public-02982,Paid Social,camp-move,2025-12-16,browse,open,,
lead-public-00273,cust-0305,session-public-02993,Instagram,camp-studio,2026-04-25,browse,lost,,
lead-public-00274,cust-0312,session-public-03004,Organic,organic,2026-09-10,consider,open,,
lead-public-00275,cust-0319,session-public-03015,DM,camp-private,2026-02-20,browse,open,,
lead-public-00276,cust-0326,session-public-03026,Paid Social,camp-move,2026-07-13,browse,open,,
lead-public-00277,cust-0333,session-public-03037,Instagram,camp-studio,2026-05-08,consider,lost,,
lead-public-00278,cust-0340,session-public-03048,Organic,organic,2026-09-05,browse,open,,
lead-public-00279,cust-0347,session-public-03059,DM,camp-private,2026-08-28,browse,open,,
lead-public-00280,cust-0354,session-public-03070,Paid Social,camp-move,2026-07-08,consider,open,,
lead-public-00281,cust-0361,session-public-03081,Instagram,camp-studio,2026-01-22,browse,lost,,
lead-public-00282,cust-0368,session-public-03092,Organic,organic,2026-05-14,browse,open,,
lead-public-00283,cust-0375,session-public-03103,DM,camp-private,2025-12-13,consider,open,,
lead-public-00284,cust-0382,session-public-03114,Paid Social,camp-move,2026-07-01,browse,open,,
lead-public-00285,cust-0389,session-public-03125,Instagram,camp-studio,2026-06-27,browse,lost,,
lead-public-00286,cust-0396,session-public-03136,Organic,organic,2026-08-29,consider,open,,
lead-public-00287,cust-0003,session-public-03147,DM,camp-private,2025-09-23,browse,open,,
lead-public-00288,cust-0010,session-public-03158,Paid Social,camp-move,2026-01-25,browse,open,,
lead-public-00289,cust-0017,session-public-03169,Instagram,camp-studio,2026-07-21,consider,lost,,
lead-public-00290,cust-0024,session-public-03180,Organic,organic,2026-06-07,browse,open,,
lead-public-00291,cust-0031,session-public-03191,DM,camp-private,2026-06-28,browse,open,,
lead-public-00292,cust-0038,session-public-03202,Paid Social,camp-move,2026-01-04,consider,open,,
lead-public-00293,cust-0045,session-public-03213,Instagram,camp-studio,2026-03-13,browse,lost,,
lead-public-00294,cust-0052,session-public-03224,Organic,organic,2026-08-17,browse,open,,
lead-public-00295,cust-0059,session-public-03235,DM,camp-private,2026-07-25,consider,open,,
lead-public-00296,cust-0066,session-public-03246,Paid Social,camp-move,2026-09-13,browse,open,,
lead-public-00297,cust-0073,session-public-03257,Instagram,camp-studio,2026-07-13,browse,lost,,
lead-public-00298,cust-0080,session-public-03268,Organic,organic,2026-03-27,consider,open,,
lead-public-00299,cust-0087,session-public-03279,DM,camp-private,2026-09-16,browse,open,,
lead-public-00300,cust-0094,session-public-03290,Paid Social,camp-move,2026-06-22,browse,open,,
lead-public-00301,cust-0101,session-public-03301,Instagram,camp-studio,2026-09-09,consider,lost,,
lead-public-00302,cust-0108,session-public-03312,Organic,organic,2025-12-20,browse,open,,
lead-public-00303,cust-0115,session-public-03323,DM,camp-private,2026-05-02,browse,open,,
lead-public-00304,cust-0122,session-public-03334,Paid Social,camp-move,2026-03-09,consider,open,,
lead-public-00305,cust-0129,session-public-03345,Instagram,camp-studio,2026-07-31,browse,lost,,
lead-public-00306,cust-0136,session-public-03356,Organic,organic,2026-06-09,browse,open,,
lead-public-00307,cust-0143,session-public-03367,DM,camp-private,2026-06-22,consider,open,,
lead-public-00308,cust-0150,session-public-03378,Paid Social,camp-move,2026-07-24,browse,open,,
lead-public-00309,cust-0157,session-public-03389,Instagram,camp-studio,2026-06-24,browse,lost,,
lead-public-00310,cust-0164,session-public-03400,Organic,organic,2026-02-19,consider,open,,
lead-public-00311,cust-0171,session-public-03411,DM,camp-private,2026-06-14,browse,open,,
lead-public-00312,cust-0178,session-public-03422,Paid Social,camp-move,2026-07-30,browse,open,,
lead-public-00313,cust-0185,session-public-03433,Instagram,camp-studio,2025-10-07,consider,lost,,
lead-public-00314,cust-0192,session-public-03444,Organic,organic,2026-02-26,browse,open,,
lead-public-00315,cust-0199,session-public-03455,DM,camp-private,2026-05-28,browse,open,,
lead-public-00316,cust-0206,session-public-03466,Paid Social,camp-move,2026-06-30,consider,open,,
lead-public-00317,cust-0213,session-public-03477,Instagram,camp-studio,2026-06-25,browse,lost,,
lead-public-00318,cust-0220,session-public-03488,Organic,organic,2026-05-02,browse,open,,
lead-public-00319,cust-0227,session-public-03499,DM,camp-private,2026-03-17,consider,open,,
lead-public-00320,cust-0234,session-public-03510,Paid Social,camp-move,2026-07-07,browse,open,,
lead-public-00321,cust-0241,session-public-03521,Instagram,camp-studio,2025-10-26,browse,lost,,
lead-public-00322,cust-0248,session-public-03532,Organic,organic,2026-08-30,consider,open,,
lead-public-00323,cust-0255,session-public-03543,DM,camp-private,2026-05-22,browse,open,,
lead-public-00324,cust-0262,session-public-03554,Paid Social,camp-move,2026-08-25,browse,open,,
lead-public-00325,cust-0269,session-public-03565,Instagram,camp-studio,2026-09-01,consider,lost,,
lead-public-00326,cust-0276,session-public-03576,Organic,organic,2025-11-16,browse,open,,
lead-public-00327,cust-0283,session-public-03587,DM,camp-private,2026-09-04,browse,open,,
lead-public-00328,cust-0290,session-public-03598,Paid Social,camp-move,2026-06-30,consider,open,,
lead-public-00329,cust-0297,session-public-03609,Instagram,camp-studio,2026-01-28,browse,lost,,
lead-public-00330,cust-0304,session-public-03620,Organic,organic,2026-02-17,browse,open,,
lead-public-00331,cust-0311,session-public-03631,DM,camp-private,2026-02-19,consider,open,,
lead-public-00332,cust-0318,session-public-03642,Paid Social,camp-move,2026-06-11,browse,open,,
lead-public-00333,cust-0325,session-public-03653,Instagram,camp-studio,2026-06-05,browse,lost,,
lead-public-00334,cust-0332,session-public-03664,Organic,organic,2026-09-09,consider,open,,
lead-public-00335,cust-0339,session-public-03675,DM,camp-private,2026-01-06,browse,open,,
lead-public-00336,cust-0346,session-public-03686,Paid Social,camp-move,2026-07-15,browse,open,,
lead-public-00337,cust-0353,session-public-03697,Instagram,camp-studio,2026-07-17,consider,lost,,
lead-public-00338,cust-0360,session-public-03708,Organic,organic,2026-03-01,browse,open,,
lead-public-00339,cust-0367,session-public-03719,DM,camp-private,2026-06-07,browse,open,,
lead-public-00340,cust-0374,session-public-03730,Paid Social,camp-move,2026-07-07,consider,open,,
lead-public-00341,cust-0381,session-public-03741,Instagram,camp-studio,2025-11-28,browse,lost,,
lead-public-00342,cust-0388,session-public-03752,Organic,organic,2026-06-03,browse,open,,
lead-public-00343,cust-0395,session-public-03763,DM,camp-private,2026-03-29,consider,open,,
lead-public-00344,cust-0002,session-public-03774,Paid Social,camp-move,2026-08-15,browse,open,,
lead-public-00345,cust-0009,session-public-03785,Instagram,camp-studio,2026-03-16,browse,lost,,
lead-public-00346,cust-0016,session-public-03796,Organic,organic,2026-06-07,consider,open,,
lead-public-00347,cust-0023,session-public-03807,DM,camp-private,2026-01-30,browse,open,,
lead-public-00348,cust-0030,session-public-03818,Paid Social,camp-move,2026-09-16,browse,open,,
lead-public-00349,cust-0037,session-public-03829,Instagram,camp-studio,2025-11-20,consider,lost,,
lead-public-00350,cust-0044,session-public-03840,Organic,organic,2026-04-13,browse,open,,
lead-public-00351,cust-0051,session-public-03851,DM,camp-private,2026-03-17,browse,open,,
lead-public-00352,cust-0058,session-public-03862,Paid Social,camp-move,2026-05-03,consider,open,,
lead-public-00353,cust-0065,session-public-03873,Instagram,camp-studio,2026-07-14,browse,lost,,
lead-public-00354,cust-0072,session-public-03884,Organic,organic,2026-05-09,browse,open,,
lead-public-00355,cust-0079,session-public-03895,DM,camp-private,2026-08-13,consider,open,,
lead-public-00356,cust-0086,session-public-03906,Paid Social,camp-move,2026-05-11,browse,open,,
lead-public-00357,cust-0093,session-public-03917,Instagram,camp-studio,2025-12-18,browse,lost,,
lead-public-00358,cust-0100,session-public-03928,Organic,organic,2026-08-15,consider,open,,
lead-public-00359,cust-0107,session-public-03939,DM,camp-private,2026-07-01,browse,open,,
lead-public-00360,cust-0114,session-public-03950,Paid Social,camp-move,2026-07-09,browse,open,,
lead-public-00361,cust-0121,session-public-03961,Instagram,camp-studio,2026-05-14,consider,lost,,
lead-public-00362,cust-0128,session-public-03972,Organic,organic,2026-02-03,browse,open,,
lead-public-00363,cust-0135,session-public-03983,DM,camp-private,2025-12-01,browse,open,,
lead-public-00364,cust-0142,session-public-03994,Paid Social,camp-move,2026-08-09,consider,open,,
lead-public-00365,cust-0149,session-public-04005,Instagram,camp-studio,2026-08-27,browse,lost,,
lead-public-00366,cust-0156,session-public-04016,Organic,organic,2026-09-05,browse,open,,
lead-public-00367,cust-0163,session-public-04027,DM,camp-private,2025-11-18,consider,open,,
lead-public-00368,cust-0170,session-public-04038,Paid Social,camp-move,2026-06-05,browse,open,,
lead-public-00369,cust-0177,session-public-04049,Instagram,camp-studio,2026-06-08,browse,lost,,
lead-public-00370,cust-0184,session-public-04060,Organic,organic,2026-07-11,consider,open,,
lead-public-00371,cust-0191,session-public-04071,DM,camp-private,2026-03-26,browse,open,,
lead-public-00372,cust-0198,session-public-04082,Paid Social,camp-move,2026-08-29,browse,open,,
lead-public-00373,cust-0205,session-public-04093,Instagram,camp-studio,2026-05-23,consider,lost,,
lead-public-00374,cust-0212,session-public-04104,Organic,organic,2026-06-19,browse,open,,
lead-public-00375,cust-0219,session-public-04115,DM,camp-private,2026-08-20,browse,open,,
lead-public-00376,cust-0226,session-public-04126,Paid Social,camp-move,2026-08-09,consider,open,,
lead-public-00377,cust-0233,session-public-04137,Instagram,camp-studio,2026-07-20,browse,lost,,
lead-public-00378,cust-0240,session-public-04148,Organic,organic,2026-01-17,browse,open,,
lead-public-00379,cust-0247,session-public-04159,DM,camp-private,2026-02-11,consider,open,,
lead-public-00380,cust-0254,session-public-04170,Paid Social,camp-move,2026-07-14,browse,open,,
lead-public-00381,cust-0261,session-public-04181,Instagram,camp-studio,2026-03-24,browse,lost,,
lead-public-00382,cust-0268,session-public-04192,Organic,organic,2026-01-04,consider,open,,
lead-public-00383,cust-0275,session-public-04203,DM,camp-private,2026-04-26,browse,open,,
lead-public-00384,cust-0282,session-public-04214,Paid Social,camp-move,2026-04-02,browse,open,,
lead-public-00385,cust-0289,session-public-04225,Instagram,camp-studio,2026-07-22,consider,lost,,
lead-public-00386,cust-0296,session-public-04236,Organic,organic,2025-11-09,browse,open,,
lead-public-00387,cust-0303,session-public-04247,DM,camp-private,2026-04-15,browse,open,,
lead-public-00388,cust-0310,session-public-04258,Paid Social,camp-move,2026-05-12,consider,open,,
lead-public-00389,cust-0317,session-public-04269,Instagram,camp-studio,2025-12-30,browse,lost,,
lead-public-00390,cust-0324,session-public-04280,Organic,organic,2026-05-04,browse,open,,
lead-public-00391,cust-0331,session-public-04291,DM,camp-private,2026-06-20,consider,open,,
lead-public-00392,cust-0338,session-public-04302,Paid Social,camp-move,2026-07-23,browse,open,,
lead-public-00393,cust-0345,session-public-04313,Instagram,camp-studio,2026-06-03,browse,lost,,
lead-public-00394,cust-0352,session-public-04324,Organic,organic,2026-08-24,consider,open,,
lead-public-00395,cust-0359,session-public-04335,DM,camp-private,2026-08-30,browse,open,,
lead-public-00396,cust-0366,session-public-04346,Paid Social,camp-move,2026-08-18,browse,open,,
lead-public-00397,cust-0373,session-public-04357,Instagram,camp-studio,2026-08-06,consider,lost,,
lead-public-00398,cust-0380,session-public-04368,Organic,organic,2026-04-30,browse,open,,
lead-public-00399,cust-0387,session-public-04379,DM,camp-private,2025-12-11,browse,open,,
lead-public-00400,cust-0394,session-public-04390,Paid Social,camp-move,2026-06-19,consider,open,,
lead-public-00401,cust-0001,session-public-04401,Instagram,camp-studio,2026-08-19,browse,lost,,
lead-public-00402,cust-0008,session-public-04412,Organic,organic,2026-08-23,browse,open,,
lead-public-00403,cust-0015,session-public-04423,DM,camp-private,2026-06-28,consider,open,,
lead-public-00404,cust-0022,session-public-04434,Paid Social,camp-move,2026-01-11,browse,open,,
lead-public-00405,cust-0029,session-public-04445,Instagram,camp-studio,2026-08-20,browse,lost,,
lead-public-00406,cust-0036,session-public-04456,Organic,organic,2026-06-01,consider,open,,
lead-public-00407,cust-0043,session-public-04467,DM,camp-private,2026-09-06,browse,open,,
lead-public-00408,cust-0050,session-public-04478,Paid Social,camp-move,2026-04-05,browse,open,,
lead-public-00409,cust-0057,session-public-04489,Instagram,camp-studio,2026-02-12,consider,lost,,
lead-public-00410,cust-0064,session-public-04500,Organic,organic,2026-07-22,browse,open,,
lead-public-00411,cust-0071,session-public-04511,DM,camp-private,2026-01-16,browse,open,,
lead-public-00412,cust-0078,session-public-04522,Paid Social,camp-move,2026-05-12,consider,open,,
lead-public-00413,cust-0085,session-public-04533,Instagram,camp-studio,2026-08-31,browse,lost,,
lead-public-00414,cust-0092,session-public-04544,Organic,organic,2026-08-13,browse,open,,
lead-public-00415,cust-0099,session-public-04555,DM,camp-private,2026-09-20,consider,open,,
lead-public-00416,cust-0106,session-public-04566,Paid Social,camp-move,2026-03-07,browse,open,,
lead-public-00417,cust-0113,session-public-04577,Instagram,camp-studio,2026-02-25,browse,lost,,
lead-public-00418,cust-0120,session-public-04588,Organic,organic,2026-08-17,consider,open,,
lead-public-00419,cust-0127,session-public-04599,DM,camp-private,2026-06-24,browse,open,,
lead-public-00420,cust-0134,session-public-04610,Paid Social,camp-move,2026-03-08,browse,open,,
lead-public-00421,cust-0141,session-public-04621,Instagram,camp-studio,2025-12-09,consider,lost,,
lead-public-00422,cust-0148,session-public-04632,Organic,organic,2026-08-17,browse,open,,
lead-public-00423,cust-0155,session-public-04643,DM,camp-private,2025-11-23,browse,open,,
lead-public-00424,cust-0162,session-public-04654,Paid Social,camp-move,2026-03-15,consider,open,,
lead-public-00425,cust-0169,session-public-04665,Instagram,camp-studio,2026-03-10,browse,lost,,
lead-public-00426,cust-0176,session-public-04676,Organic,organic,2026-08-15,browse,open,,
lead-public-00427,cust-0183,session-public-04687,DM,camp-private,2026-06-25,consider,open,,
lead-public-00428,cust-0190,session-public-04698,Paid Social,camp-move,2025-12-22,browse,open,,
lead-public-00429,cust-0197,session-public-04709,Instagram,camp-studio,2025-11-30,browse,lost,,
lead-public-00430,cust-0204,session-public-04720,Organic,organic,2026-08-25,consider,open,,
lead-public-00431,cust-0211,session-public-04731,DM,camp-private,2026-04-26,browse,open,,
lead-public-00432,cust-0218,session-public-04742,Paid Social,camp-move,2026-09-06,browse,open,,
lead-public-00433,cust-0225,session-public-04753,Instagram,camp-studio,2026-08-05,consider,lost,,
lead-public-00434,cust-0232,session-public-04764,Organic,organic,2026-08-17,browse,open,,
lead-public-00435,cust-0239,session-public-04775,DM,camp-private,2026-01-07,browse,open,,
lead-public-00436,cust-0246,session-public-04786,Paid Social,camp-move,2026-01-21,consider,open,,
lead-public-00437,cust-0253,session-public-04797,Instagram,camp-studio,2026-07-11,browse,lost,,
lead-public-00438,cust-0260,session-public-04808,Organic,organic,2026-05-17,browse,open,,
lead-public-00439,cust-0267,session-public-04819,DM,camp-private,2026-05-19,consider,open,,
lead-public-00440,cust-0274,session-public-04830,Paid Social,camp-move,2026-04-16,browse,open,,
lead-public-00441,cust-0281,session-public-04841,Instagram,camp-studio,2026-06-10,browse,lost,,
lead-public-00442,cust-0288,session-public-04852,Organic,organic,2025-12-24,consider,open,,
lead-public-00443,cust-0295,session-public-04863,DM,camp-private,2026-05-06,browse,open,,
lead-public-00444,cust-0302,session-public-04874,Paid Social,camp-move,2026-07-14,browse,open,,
lead-public-00445,cust-0309,session-public-04885,Instagram,camp-studio,2026-02-04,consider,lost,,
lead-public-00446,cust-0316,session-public-04896,Organic,organic,2026-05-29,browse,open,,
lead-public-00447,cust-0323,session-public-04907,DM,camp-private,2026-06-26,browse,open,,
lead-public-00448,cust-0330,session-public-04918,Paid Social,camp-move,2026-07-11,consider,open,,
lead-public-00449,cust-0337,session-public-04929,Instagram,camp-studio,2026-07-17,browse,lost,,
lead-public-00450,cust-0344,session-public-04940,Organic,organic,2026-07-10,browse,open,,
lead-public-00451,cust-0351,session-public-04951,DM,camp-private,2026-04-24,consider,open,,
lead-public-00452,cust-0358,session-public-04962,Paid Social,camp-move,2026-03-27,browse,open,,
lead-public-00453,cust-0365,session-public-04973,Instagram,camp-studio,2026-08-31,browse,lost,,
lead-public-00454,cust-0372,session-public-04984,Organic,organic,2026-09-11,consider,open,,
lead-public-00455,cust-0379,session-public-04995,DM,camp-private,2026-06-08,browse,open,,
lead-public-00456,cust-0386,session-public-05006,Paid Social,camp-move,2026-07-12,browse,open,,
lead-public-00457,cust-0393,session-public-05017,Instagram,camp-studio,2026-08-22,consider,lost,,
lead-public-00458,cust-0400,session-public-05028,Organic,organic,2026-05-24,browse,open,,
lead-public-00459,cust-0007,session-public-05039,DM,camp-private,2026-05-20,browse,open,,
lead-public-00460,cust-0014,session-public-05050,Paid Social,camp-move,2026-09-03,consider,open,,
lead-public-00461,cust-0021,session-public-05061,Instagram,camp-studio,2026-04-19,browse,lost,,
lead-public-00462,cust-0028,session-public-05072,Organic,organic,2026-04-05,browse,open,,
lead-public-00463,cust-0035,session-public-05083,DM,camp-private,2026-07-20,consider,open,,
lead-public-00464,cust-0042,session-public-05094,Paid Social,camp-move,2026-02-11,browse,open,,
lead-public-00465,cust-0049,session-public-05105,Instagram,camp-studio,2026-08-28,browse,lost,,
lead-public-00466,cust-0056,session-public-05116,Organic,organic,2026-07-04,consider,open,,
lead-public-00467,cust-0063,session-public-05127,DM,camp-private,2026-08-04,browse,open,,
lead-public-00468,cust-0070,session-public-05138,Paid Social,camp-move,2026-08-26,browse,open,,
lead-public-00469,cust-0077,session-public-05149,Instagram,camp-studio,2026-09-12,consider,lost,,
lead-public-00470,cust-0084,session-public-05160,Organic,organic,2026-04-27,browse,open,,
lead-public-00471,cust-0091,session-public-05171,DM,camp-private,2026-07-30,browse,open,,
lead-public-00472,cust-0098,session-public-05182,Paid Social,camp-move,2026-04-04,consider,open,,
lead-public-00473,cust-0105,session-public-05193,Instagram,camp-studio,2026-05-06,browse,lost,,
lead-public-00474,cust-0112,session-public-05204,Organic,organic,2026-06-20,browse,open,,
lead-public-00475,cust-0119,session-public-05215,DM,camp-private,2026-04-12,consider,open,,
lead-public-00476,cust-0126,session-public-05226,Paid Social,camp-move,2026-07-06,browse,open,,
lead-public-00477,cust-0133,session-public-05237,Instagram,camp-studio,2026-05-06,browse,lost,,
lead-public-00478,cust-0140,session-public-05248,Organic,organic,2025-11-17,consider,open,,
lead-public-00479,cust-0147,session-public-05259,DM,camp-private,2026-06-12,browse,open,,
lead-public-00480,cust-0154,session-public-05270,Paid Social,camp-move,2026-07-02,browse,open,,
lead-public-00481,cust-0161,session-public-05281,Instagram,camp-studio,2026-08-31,consider,lost,,
lead-public-00482,cust-0168,session-public-05292,Organic,organic,2026-05-17,browse,open,,
lead-public-00483,cust-0175,session-public-05303,DM,camp-private,2026-09-21,browse,open,,
lead-public-00484,cust-0182,session-public-05314,Paid Social,camp-move,2026-01-02,consider,open,,
lead-public-00485,cust-0189,session-public-05325,Instagram,camp-studio,2026-03-19,browse,lost,,
lead-public-00486,cust-0196,session-public-05336,Organic,organic,2026-07-09,browse,open,,
lead-public-00487,cust-0203,session-public-05347,DM,camp-private,2026-04-16,consider,open,,
lead-public-00488,cust-0210,session-public-05358,Paid Social,camp-move,2026-07-29,browse,open,,
lead-public-00489,cust-0217,session-public-05369,Instagram,camp-studio,2026-04-22,browse,lost,,
lead-public-00490,cust-0224,session-public-05380,Organic,organic,2026-05-08,consider,open,,
lead-public-00491,cust-0231,session-public-05391,DM,camp-private,2026-07-18,browse,open,,
lead-public-00492,cust-0238,session-public-05402,Paid Social,camp-move,2026-08-11,browse,open,,
lead-public-00493,cust-0245,session-public-05413,Instagram,camp-studio,2026-07-31,consider,lost,,
lead-public-00494,cust-0252,session-public-05424,Organic,organic,2026-06-19,browse,open,,
lead-public-00495,cust-0259,session-public-05435,DM,camp-private,2025-12-28,browse,open,,
lead-public-00496,cust-0266,session-public-05446,Paid Social,camp-move,2026-04-20,consider,open,,
lead-public-00497,cust-0273,session-public-05457,Instagram,camp-studio,2026-03-06,browse,lost,,
lead-public-00498,cust-0280,session-public-05468,Organic,organic,2026-07-10,browse,open,,
lead-public-00499,cust-0287,session-public-05479,DM,camp-private,2026-01-27,consider,open,,
lead-public-00500,cust-0294,session-public-05490,Paid Social,camp-move,2026-06-25,browse,open,,
lead-public-00501,cust-0301,session-public-05501,Instagram,camp-studio,2026-05-26,browse,lost,,
lead-public-00502,cust-0308,session-public-05512,Organic,organic,2026-06-07,consider,open,,
lead-public-00503,cust-0315,session-public-05523,DM,camp-private,2026-08-26,browse,open,,
lead-public-00504,cust-0322,session-public-05534,Paid Social,camp-move,2026-07-15,browse,open,,
lead-public-00505,cust-0329,session-public-05545,Instagram,camp-studio,2026-05-24,consider,lost,,
lead-public-00506,cust-0336,session-public-05556,Organic,organic,2026-05-22,browse,open,,
lead-public-00507,cust-0343,session-public-05567,DM,camp-private,2026-07-23,browse,open,,
lead-public-00508,cust-0350,session-public-05578,Paid Social,camp-move,2026-02-07,consider,open,,
lead-public-00509,cust-0357,session-public-05589,Instagram,camp-studio,2026-08-31,browse,lost,,
