id,order_id,date,amount_cents,status,kind
invoice-ord-01069,ord-01069,2025-12-09,11510,issued,management_statement
invoice-ord-01070,ord-01070,2026-03-13,85555,issued,management_statement
invoice-ord-01071,ord-01071,2026-02-11,55040,issued,management_statement
invoice-ord-01072,ord-01072,2026-04-04,66374,issued,management_statement
invoice-ord-01074,ord-01074,2026-09-16,32566,issued,management_statement
invoice-ord-01076,ord-01076,2026-03-31,34090,issued,management_statement
invoice-ord-01077,ord-01077,2025-12-12,84701,issued,management_statement
invoice-ord-01078,ord-01078,2026-09-12,56911,issued,management_statement
invoice-ord-01079,ord-01079,2026-08-20,115760,issued,management_statement
invoice-ord-01081,ord-01081,2026-08-31,95718,issued,management_statement
invoice-ord-01082,ord-01082,2026-04-01,17315,issued,management_statement
invoice-ord-01083,ord-01083,2026-04-02,22053,issued,management_statement
invoice-ord-01085,ord-01085,2026-03-18,11355,issued,management_statement
invoice-ord-01086,ord-01086,2026-06-05,57818,issued,management_statement
invoice-ord-01087,ord-01087,2026-03-02,32934,issued,management_statement
invoice-ord-01088,ord-01088,2026-04-26,56899,issued,management_statement
invoice-ord-01089,ord-01089,2025-12-13,91157,issued,management_statement
invoice-ord-01091,ord-01091,2026-09-02,46834,issued,management_statement
invoice-ord-01092,ord-01092,2026-03-28,34505,issued,management_statement
invoice-ord-01093,ord-01093,2026-05-12,11517,issued,management_statement
invoice-ord-01094,ord-01094,2026-04-16,33444,issued,management_statement
invoice-ord-01095,ord-01095,2026-06-17,83411,issued,management_statement
invoice-ord-01099,ord-01099,2026-04-22,21123,issued,management_statement
invoice-ord-01101,ord-01101,2026-07-23,94803,issued,management_statement
invoice-ord-01102,ord-01102,2026-04-09,11490,issued,management_statement
invoice-ord-01103,ord-01103,2026-03-30,33525,issued,management_statement
invoice-ord-01104,ord-01104,2026-03-21,11350,issued,management_statement
invoice-ord-01106,ord-01106,2026-04-19,98027,issued,management_statement
invoice-ord-01108,ord-01108,2025-11-11,34426,issued,management_statement
invoice-ord-01109,ord-01109,2026-09-13,11188,issued,management_statement
invoice-ord-01110,ord-01110,2026-09-07,57060,issued,management_statement
invoice-ord-01111,ord-01111,2026-02-04,44969,issued,management_statement
invoice-ord-01112,ord-01112,2025-12-21,28335,issued,management_statement
invoice-ord-01113,ord-01113,2026-02-11,56851,issued,management_statement
invoice-ord-01114,ord-01114,2026-07-29,55207,issued,management_statement
invoice-ord-01115,ord-01115,2026-05-14,21304,issued,management_statement
invoice-ord-01116,ord-01116,2026-07-15,49892,issued,management_statement
invoice-ord-01117,ord-01117,2026-05-14,22013,issued,management_statement
invoice-ord-01118,ord-01118,2026-08-30,86044,issued,management_statement
invoice-ord-01119,ord-01119,2026-03-01,114506,issued,management_statement
invoice-ord-01120,ord-01120,2026-07-17,86200,issued,management_statement
invoice-ord-01121,ord-01121,2026-05-22,20721,issued,management_statement
invoice-ord-01122,ord-01122,2026-01-23,51093,issued,management_statement
invoice-ord-01124,ord-01124,2026-06-22,11459,issued,management_statement
invoice-ord-01125,ord-01125,2026-06-08,64045,issued,management_statement
invoice-ord-01126,ord-01126,2026-04-04,78458,issued,management_statement
invoice-ord-01127,ord-01127,2025-12-31,44832,issued,management_statement
invoice-ord-01129,ord-01129,2026-04-09,40265,issued,management_statement
invoice-ord-01130,ord-01130,2026-03-15,23314,issued,management_statement
invoice-ord-01131,ord-01131,2026-05-20,22262,issued,management_statement
invoice-ord-01132,ord-01132,2025-12-24,51574,issued,management_statement
invoice-ord-01133,ord-01133,2026-03-27,54943,issued,management_statement
invoice-ord-01135,ord-01135,2026-09-05,22386,issued,management_statement
invoice-ord-01137,ord-01137,2026-04-14,34488,issued,management_statement
invoice-ord-01139,ord-01139,2026-09-09,59316,issued,management_statement
invoice-ord-01140,ord-01140,2026-02-14,71523,issued,management_statement
invoice-ord-01142,ord-01142,2026-08-16,59139,issued,management_statement
invoice-ord-01143,ord-01143,2025-10-27,17422,issued,management_statement
invoice-ord-01144,ord-01144,2026-06-28,62124,issued,management_statement
invoice-ord-01145,ord-01145,2026-03-11,17819,issued,management_statement
invoice-ord-01146,ord-01146,2026-04-30,41497,issued,management_statement
invoice-ord-01147,ord-01147,2026-06-08,34691,issued,management_statement
invoice-ord-01148,ord-01148,2026-07-13,45290,issued,management_statement
invoice-ord-01149,ord-01149,2026-01-20,18273,issued,management_statement
invoice-ord-01150,ord-01150,2026-04-04,21874,issued,management_statement
invoice-ord-01151,ord-01151,2026-08-24,23279,issued,management_statement
invoice-ord-01152,ord-01152,2026-01-15,58398,issued,management_statement
invoice-ord-01154,ord-01154,2026-06-13,43495,issued,management_statement
invoice-ord-01155,ord-01155,2026-05-24,43654,issued,management_statement
invoice-ord-01157,ord-01157,2026-06-07,83983,issued,management_statement
invoice-ord-01158,ord-01158,2026-06-14,11638,issued,management_statement
invoice-ord-01159,ord-01159,2026-03-07,23277,issued,management_statement
invoice-ord-01160,ord-01160,2025-10-26,22844,issued,management_statement
invoice-ord-01161,ord-01161,2026-05-09,32964,issued,management_statement
invoice-ord-01163,ord-01163,2026-08-21,62806,issued,management_statement
invoice-ord-01164,ord-01164,2026-08-25,59844,issued,management_statement
invoice-ord-01165,ord-01165,2026-06-01,82218,issued,management_statement
invoice-ord-01166,ord-01166,2026-08-11,40204,issued,management_statement
invoice-ord-01168,ord-01168,2026-03-13,22220,issued,management_statement
invoice-ord-01169,ord-01169,2026-03-16,11584,issued,management_statement
invoice-ord-01170,ord-01170,2025-11-17,43256,issued,management_statement
invoice-ord-01171,ord-01171,2026-08-25,33485,issued,management_statement
invoice-ord-01172,ord-01172,2026-07-07,20888,issued,management_statement
invoice-ord-01173,ord-01173,2026-09-05,81990,issued,management_statement
invoice-ord-01174,ord-01174,2026-09-13,89582,issued,management_statement
invoice-ord-01175,ord-01175,2026-08-01,33676,issued,management_statement
invoice-ord-01177,ord-01177,2026-02-10,11112,issued,management_statement
invoice-ord-01178,ord-01178,2026-01-28,89826,issued,management_statement
invoice-ord-01179,ord-01179,2026-07-17,35038,issued,management_statement
invoice-ord-01182,ord-01182,2026-02-10,69432,issued,management_statement
invoice-ord-01183,ord-01183,2026-07-21,62000,issued,management_statement
invoice-ord-01184,ord-01184,2026-04-16,22358,issued,management_statement
invoice-ord-01185,ord-01185,2026-07-28,93542,issued,management_statement
invoice-ord-01186,ord-01186,2026-08-30,89548,issued,management_statement
invoice-ord-01187,ord-01187,2026-04-29,59026,issued,management_statement
invoice-ord-01188,ord-01188,2026-06-29,55019,issued,management_statement
invoice-ord-01189,ord-01189,2026-03-21,10901,issued,management_statement
invoice-ord-01190,ord-01190,2026-08-15,22763,issued,management_statement
invoice-ord-01192,ord-01192,2026-08-31,34102,issued,management_statement
invoice-ord-01194,ord-01194,2026-03-06,38722,issued,management_statement
invoice-ord-01195,ord-01195,2026-08-19,45649,issued,management_statement
invoice-ord-01196,ord-01196,2026-07-16,41602,issued,management_statement
invoice-ord-01197,ord-01197,2026-03-06,50686,issued,management_statement
invoice-ord-00005,ord-00005,2025-09-26,0,void,management_statement
invoice-ord-00026,ord-00026,2026-04-04,0,void,management_statement
invoice-ord-00079,ord-00079,2026-08-13,0,void,management_statement
invoice-ord-00105,ord-00105,2026-05-23,0,void,management_statement
invoice-ord-00118,ord-00118,2026-06-04,0,void,management_statement
invoice-ord-00141,ord-00141,2026-01-28,0,void,management_statement
invoice-ord-00199,ord-00199,2026-07-08,0,void,management_statement
invoice-ord-00234,ord-00234,2026-04-20,0,void,management_statement
invoice-ord-00238,ord-00238,2026-08-11,0,void,management_statement
invoice-ord-00243,ord-00243,2026-03-16,0,void,management_statement
invoice-ord-00259,ord-00259,2026-06-13,0,void,management_statement
invoice-ord-00262,ord-00262,2026-08-25,0,void,management_statement
invoice-ord-00264,ord-00264,2026-03-22,0,void,management_statement
invoice-ord-00286,ord-00286,2026-05-16,0,void,management_statement
invoice-ord-00298,ord-00298,2026-05-09,0,void,management_statement
invoice-ord-00299,ord-00299,2026-09-06,0,void,management_statement
invoice-ord-00314,ord-00314,2026-07-03,0,void,management_statement
invoice-ord-00315,ord-00315,2026-08-26,0,void,management_statement
invoice-ord-00318,ord-00318,2025-12-28,0,void,management_statement
invoice-ord-00359,ord-00359,2026-08-30,0,void,management_statement
invoice-ord-00362,ord-00362,2026-09-06,0,void,management_statement
invoice-ord-00388,ord-00388,2026-05-04,0,void,management_statement
invoice-ord-00409,ord-00409,2026-01-22,0,void,management_statement
invoice-ord-00410,ord-00410,2026-07-17,0,void,management_statement
invoice-ord-00423,ord-00423,2026-07-09,0,void,management_statement
invoice-ord-00526,ord-00526,2026-07-14,0,void,management_statement
invoice-ord-00541,ord-00541,2026-09-14,0,void,management_statement
invoice-ord-00590,ord-00590,2026-04-07,0,void,management_statement
invoice-ord-00591,ord-00591,2026-01-19,0,void,management_statement
invoice-ord-00607,ord-00607,2026-01-09,0,void,management_statement
invoice-ord-00612,ord-00612,2026-08-08,0,void,management_statement
invoice-ord-00657,ord-00657,2026-09-02,0,void,management_statement
invoice-ord-00658,ord-00658,2026-02-03,0,void,management_statement
invoice-ord-00681,ord-00681,2026-01-14,0,void,management_statement
invoice-ord-00688,ord-00688,2025-10-21,0,void,management_statement
invoice-ord-00711,ord-00711,2026-06-05,0,void,management_statement
invoice-ord-00712,ord-00712,2026-08-11,0,void,management_statement
invoice-ord-00714,ord-00714,2026-08-04,0,void,management_statement
invoice-ord-00748,ord-00748,2026-05-21,0,void,management_statement
invoice-ord-00751,ord-00751,2026-02-17,0,void,management_statement
invoice-ord-00770,ord-00770,2026-08-22,0,void,management_statement
invoice-ord-00787,ord-00787,2026-09-11,0,void,management_statement
invoice-ord-00793,ord-00793,2026-08-28,0,void,management_statement
invoice-ord-00846,ord-00846,2026-09-01,0,void,management_statement
invoice-ord-00890,ord-00890,2026-07-31,0,void,management_statement
invoice-ord-00904,ord-00904,2026-01-07,0,void,management_statement
invoice-ord-00913,ord-00913,2026-08-21,0,void,management_statement
invoice-ord-00965,ord-00965,2026-01-10,0,void,management_statement
invoice-ord-00978,ord-00978,2026-05-10,0,void,management_statement
invoice-ord-01006,ord-01006,2026-06-09,0,void,management_statement
invoice-ord-01080,ord-01080,2026-09-17,0,void,management_statement
invoice-ord-01096,ord-01096,2026-04-15,0,void,management_statement
invoice-ord-01156,ord-01156,2026-08-21,0,void,management_statement
invoice-ord-01167,ord-01167,2026-08-09,0,void,management_statement
invoice-ord-01176,ord-01176,2026-03-20,0,void,management_statement
invoice-ord-01180,ord-01180,2026-06-16,0,void,management_statement
invoice-ord-01181,ord-01181,2026-06-02,0,void,management_statement
invoice-ord-01191,ord-01191,2026-03-26,0,void,management_statement
invoice-ord-01193,ord-01193,2026-04-07,0,void,management_statement
invoice-ord-01199,ord-01199,2026-07-21,0,void,management_statement
