id,customer_id,channel,campaign_id,date,content_asset_id
session-public-02889,,Instagram,camp-studio,2025-11-19,asset-01
session-public-02890,,Paid Social,camp-move,2025-11-09,
session-public-02891,,DM,camp-private,2026-02-04,asset-03
session-public-02892,,Organic,organic,2026-03-11,asset-04
session-public-02893,,Instagram,camp-studio,2026-03-03,asset-01
session-public-02894,,Paid Social,camp-move,2025-11-24,asset-02
session-public-02895,,DM,camp-private,2025-12-24,asset-03
session-public-02896,,Organic,organic,2026-07-14,asset-04
session-public-02897,,Instagram,camp-studio,2026-01-08,asset-01
session-public-02898,,Paid Social,camp-move,2026-07-17,asset-02
session-public-02899,,DM,camp-private,2025-11-01,
session-public-02900,,Organic,organic,2026-01-18,asset-04
session-public-02901,,Instagram,camp-studio,2025-10-17,asset-01
session-public-02902,,Paid Social,camp-move,2026-02-10,asset-02
session-public-02903,,DM,camp-private,2026-02-28,asset-03
session-public-02904,,Organic,organic,2026-06-30,asset-04
session-public-02905,,Instagram,camp-studio,2026-06-26,asset-01
session-public-02906,,Paid Social,camp-move,2025-11-01,asset-02
session-public-02907,,DM,camp-private,2026-09-21,asset-03
session-public-02908,,Organic,organic,2026-06-30,
session-public-02909,,Instagram,camp-studio,2026-07-14,asset-01
session-public-02910,,Paid Social,camp-move,2026-09-10,asset-02
session-public-02911,,DM,camp-private,2026-06-28,asset-03
session-public-02912,,Organic,organic,2026-02-21,asset-04
session-public-02913,,Instagram,camp-studio,2026-07-01,asset-01
session-public-02914,,Paid Social,camp-move,2026-08-24,asset-02
session-public-02915,,DM,camp-private,2026-02-21,asset-03
session-public-02916,,Organic,organic,2025-11-12,asset-04
session-public-02917,,Instagram,camp-studio,2026-04-16,
session-public-02918,,Paid Social,camp-move,2025-10-12,asset-02
session-public-02919,,DM,camp-private,2026-02-28,asset-03
session-public-02920,,Organic,organic,2026-04-25,asset-04
session-public-02921,,Instagram,camp-studio,2025-11-08,asset-01
session-public-02922,,Paid Social,camp-move,2026-08-24,asset-02
session-public-02923,,DM,camp-private,2026-03-11,asset-03
session-public-02924,,Organic,organic,2026-02-06,asset-04
session-public-02925,,Instagram,camp-studio,2025-10-18,asset-01
session-public-02926,,Paid Social,camp-move,2025-12-01,
session-public-02927,,DM,camp-private,2025-10-27,asset-03
session-public-02928,,Organic,organic,2025-11-09,asset-04
session-public-02929,,Instagram,camp-studio,2026-07-20,asset-01
session-public-02930,,Paid Social,camp-move,2025-09-24,asset-02
session-public-02931,,DM,camp-private,2025-11-15,asset-03
session-public-02932,,Organic,organic,2026-05-24,asset-04
session-public-02933,,Instagram,camp-studio,2025-10-13,asset-01
session-public-02934,,Paid Social,camp-move,2026-05-20,asset-02
session-public-02935,,DM,camp-private,2026-03-25,
session-public-02936,,Organic,organic,2026-04-17,asset-04
session-public-02937,,Instagram,camp-studio,2026-06-26,asset-01
session-public-02938,,Paid Social,camp-move,2025-11-15,asset-02
session-public-02939,,DM,camp-private,2026-02-04,asset-03
session-public-02940,,Organic,organic,2025-12-12,asset-04
session-public-02941,,Instagram,camp-studio,2026-07-21,asset-01
session-public-02942,,Paid Social,camp-move,2026-07-06,asset-02
session-public-02943,,DM,camp-private,2026-01-26,asset-03
session-public-02944,,Organic,organic,2025-11-02,
session-public-02945,,Instagram,camp-studio,2026-03-12,asset-01
session-public-02946,,Paid Social,camp-move,2025-12-17,asset-02
session-public-02947,,DM,camp-private,2025-12-25,asset-03
session-public-02948,,Organic,organic,2026-08-20,asset-04
session-public-02949,,Instagram,camp-studio,2026-07-10,asset-01
session-public-02950,,Paid Social,camp-move,2026-09-15,asset-02
session-public-02951,,DM,camp-private,2025-11-14,asset-03
session-public-02952,,Organic,organic,2026-08-10,asset-04
session-public-02953,,Instagram,camp-studio,2025-09-30,
session-public-02954,,Paid Social,camp-move,2026-05-20,asset-02
session-public-02955,,DM,camp-private,2026-01-11,asset-03
session-public-02956,,Organic,organic,2026-09-19,asset-04
session-public-02957,,Instagram,camp-studio,2025-11-25,asset-01
session-public-02958,,Paid Social,camp-move,2025-12-17,asset-02
session-public-02959,,DM,camp-private,2026-09-06,asset-03
session-public-02960,,Organic,organic,2026-06-09,asset-04
session-public-02961,,Instagram,camp-studio,2026-01-22,asset-01
session-public-02962,,Paid Social,camp-move,2026-04-18,
session-public-02963,,DM,camp-private,2025-09-24,asset-03
session-public-02964,,Organic,organic,2026-09-05,asset-04
session-public-02965,,Instagram,camp-studio,2026-06-16,asset-01
session-public-02966,,Paid Social,camp-move,2026-02-08,asset-02
session-public-02967,,DM,camp-private,2026-07-14,asset-03
session-public-02968,,Organic,organic,2025-12-27,asset-04
session-public-02969,,Instagram,camp-studio,2026-06-01,asset-01
session-public-02970,,Paid Social,camp-move,2026-06-29,asset-02
session-public-02971,,DM,camp-private,2026-01-21,
session-public-02972,,Organic,organic,2025-10-22,asset-04
session-public-02973,,Instagram,camp-studio,2026-04-30,asset-01
session-public-02974,,Paid Social,camp-move,2026-01-08,asset-02
session-public-02975,,DM,camp-private,2026-08-01,asset-03
session-public-02976,,Organic,organic,2026-08-29,asset-04
session-public-02977,,Instagram,camp-studio,2026-04-08,asset-01
session-public-02978,,Paid Social,camp-move,2025-12-29,asset-02
session-public-02979,,DM,camp-private,2026-06-19,asset-03
session-public-02980,,Organic,organic,2026-02-18,
session-public-02981,,Instagram,camp-studio,2026-03-17,asset-01
session-public-02982,,Paid Social,camp-move,2025-11-30,asset-02
session-public-02983,,DM,camp-private,2026-04-17,asset-03
session-public-02984,,Organic,organic,2026-07-21,asset-04
session-public-02985,,Instagram,camp-studio,2026-04-20,asset-01
session-public-02986,,Paid Social,camp-move,2026-07-15,asset-02
session-public-02987,,DM,camp-private,2026-02-16,asset-03
session-public-02988,,Organic,organic,2026-02-06,asset-04
session-public-02989,,Instagram,camp-studio,2026-01-27,
session-public-02990,,Paid Social,camp-move,2026-08-03,asset-02
session-public-02991,,DM,camp-private,2025-11-24,asset-03
session-public-02992,,Organic,organic,2026-09-18,asset-04
session-public-02993,,Instagram,camp-studio,2026-04-25,asset-01
session-public-02994,,Paid Social,camp-move,2026-01-30,asset-02
session-public-02995,,DM,camp-private,2026-08-19,asset-03
session-public-02996,,Organic,organic,2026-07-28,asset-04
session-public-02997,,Instagram,camp-studio,2026-06-03,asset-01
session-public-02998,,Paid Social,camp-move,2025-09-22,
session-public-02999,,DM,camp-private,2025-11-19,asset-03
session-public-03000,,Organic,organic,2026-04-17,asset-04
session-public-03001,,Instagram,camp-studio,2026-07-21,asset-01
session-public-03002,,Paid Social,camp-move,2025-12-28,asset-02
session-public-03003,,DM,camp-private,2026-01-29,asset-03
session-public-03004,,Organic,organic,2026-09-10,asset-04
session-public-03005,,Instagram,camp-studio,2025-11-26,asset-01
session-public-03006,,Paid Social,camp-move,2026-07-14,asset-02
session-public-03007,,DM,camp-private,2025-12-25,
session-public-03008,,Organic,organic,2026-08-16,asset-04
session-public-03009,,Instagram,camp-studio,2026-07-16,asset-01
session-public-03010,,Paid Social,camp-move,2025-11-22,asset-02
session-public-03011,,DM,camp-private,2026-08-31,asset-03
session-public-03012,,Organic,organic,2026-01-27,asset-04
session-public-03013,,Instagram,camp-studio,2025-11-28,asset-01
session-public-03014,,Paid Social,camp-move,2026-09-21,asset-02
session-public-03015,,DM,camp-private,2025-10-12,asset-03
session-public-03016,,Organic,organic,2026-01-18,
session-public-03017,,Instagram,camp-studio,2026-01-27,asset-01
session-public-03018,,Paid Social,camp-move,2025-10-15,asset-02
session-public-03019,,DM,camp-private,2025-10-28,asset-03
session-public-03020,,Organic,organic,2026-09-07,asset-04
session-public-03021,,Instagram,camp-studio,2026-04-12,asset-01
session-public-03022,,Paid Social,camp-move,2025-11-29,asset-02
session-public-03023,,DM,camp-private,2026-01-11,asset-03
session-public-03024,,Organic,organic,2026-02-10,asset-04
session-public-03025,,Instagram,camp-studio,2025-11-18,
session-public-03026,,Paid Social,camp-move,2026-07-13,asset-02
session-public-03027,,DM,camp-private,2025-09-23,asset-03
session-public-03028,,Organic,organic,2026-08-21,asset-04
session-public-03029,,Instagram,camp-studio,2026-01-07,asset-01
session-public-03030,,Paid Social,camp-move,2025-11-17,asset-02
session-public-03031,,DM,camp-private,2026-09-13,asset-03
session-public-03032,,Organic,organic,2025-09-29,asset-04
session-public-03033,,Instagram,camp-studio,2026-04-21,asset-01
session-public-03034,,Paid Social,camp-move,2025-11-15,
session-public-03035,,DM,camp-private,2026-03-15,asset-03
session-public-03036,,Organic,organic,2026-01-05,asset-04
session-public-03037,,Instagram,camp-studio,2026-05-08,asset-01
session-public-03038,,Paid Social,camp-move,2025-12-04,asset-02
session-public-03039,,DM,camp-private,2025-12-06,asset-03
session-public-03040,,Organic,organic,2026-08-19,asset-04
session-public-03041,,Instagram,camp-studio,2025-11-24,asset-01
session-public-03042,,Paid Social,camp-move,2026-03-29,asset-02
session-public-03043,,DM,camp-private,2026-03-07,
session-public-03044,,Organic,organic,2026-04-20,asset-04
session-public-03045,,Instagram,camp-studio,2026-04-03,asset-01
session-public-03046,,Paid Social,camp-move,2026-08-25,asset-02
session-public-03047,,DM,camp-private,2026-06-14,asset-03
session-public-03048,,Organic,organic,2026-09-05,asset-04
session-public-03049,,Instagram,camp-studio,2026-02-09,asset-01
session-public-03050,,Paid Social,camp-move,2026-05-07,asset-02
session-public-03051,,DM,camp-private,2026-08-27,asset-03
session-public-03052,,Organic,organic,2026-01-03,
session-public-03053,,Instagram,camp-studio,2026-08-13,asset-01
session-public-03054,,Paid Social,camp-move,2025-12-05,asset-02
session-public-03055,,DM,camp-private,2026-01-05,asset-03
session-public-03056,,Organic,organic,2026-04-09,asset-04
session-public-03057,,Instagram,camp-studio,2026-03-21,asset-01
session-public-03058,,Paid Social,camp-move,2025-12-27,asset-02
session-public-03059,,DM,camp-private,2026-08-28,asset-03
session-public-03060,,Organic,organic,2026-08-27,asset-04
session-public-03061,,Instagram,camp-studio,2026-01-24,
session-public-03062,,Paid Social,camp-move,2026-05-30,asset-02
session-public-03063,,DM,camp-private,2026-05-30,asset-03
session-public-03064,,Organic,organic,2026-02-09,asset-04
session-public-03065,,Instagram,camp-studio,2026-05-03,asset-01
session-public-03066,,Paid Social,camp-move,2025-10-17,asset-02
session-public-03067,,DM,camp-private,2026-01-29,asset-03
session-public-03068,,Organic,organic,2025-09-23,asset-04
session-public-03069,,Instagram,camp-studio,2026-05-01,asset-01
session-public-03070,,Paid Social,camp-move,2026-05-17,
session-public-03071,,DM,camp-private,2025-12-12,asset-03
session-public-03072,,Organic,organic,2025-10-23,asset-04
session-public-03073,,Instagram,camp-studio,2025-10-22,asset-01
session-public-03074,,Paid Social,camp-move,2026-05-14,asset-02
session-public-03075,,DM,camp-private,2026-06-17,asset-03
session-public-03076,,Organic,organic,2026-02-17,asset-04
session-public-03077,,Instagram,camp-studio,2026-01-04,asset-01
session-public-03078,,Paid Social,camp-move,2026-04-21,asset-02
session-public-03079,,DM,camp-private,2025-11-17,
session-public-03080,,Organic,organic,2026-02-16,asset-04
session-public-03081,,Instagram,camp-studio,2025-12-03,asset-01
session-public-03082,,Paid Social,camp-move,2026-02-14,asset-02
session-public-03083,,DM,camp-private,2026-02-12,asset-03
session-public-03084,,Organic,organic,2025-12-21,asset-04
session-public-03085,,Instagram,camp-studio,2026-04-28,asset-01
session-public-03086,,Paid Social,camp-move,2025-09-29,asset-02
session-public-03087,,DM,camp-private,2026-05-22,asset-03
session-public-03088,,Organic,organic,2026-06-20,
session-public-03089,,Instagram,camp-studio,2025-10-25,asset-01
session-public-03090,,Paid Social,camp-move,2026-07-19,asset-02
session-public-03091,,DM,camp-private,2026-05-12,asset-03
session-public-03092,,Organic,organic,2026-03-19,asset-04
session-public-03093,,Instagram,camp-studio,2026-02-24,asset-01
session-public-03094,,Paid Social,camp-move,2026-08-17,asset-02
session-public-03095,,DM,camp-private,2026-01-14,asset-03
session-public-03096,,Organic,organic,2026-05-10,asset-04
session-public-03097,,Instagram,camp-studio,2026-01-02,
session-public-03098,,Paid Social,camp-move,2026-09-09,asset-02
session-public-03099,,DM,camp-private,2026-02-10,asset-03
session-public-03100,,Organic,organic,2026-05-24,asset-04
session-public-03101,,Instagram,camp-studio,2026-04-09,asset-01
session-public-03102,,Paid Social,camp-move,2026-02-07,asset-02
session-public-03103,,DM,camp-private,2025-12-13,asset-03
session-public-03104,,Organic,organic,2026-05-25,asset-04
session-public-03105,,Instagram,camp-studio,2026-01-12,asset-01
session-public-03106,,Paid Social,camp-move,2026-05-04,
session-public-03107,,DM,camp-private,2025-11-29,asset-03
session-public-03108,,Organic,organic,2025-09-30,asset-04
session-public-03109,,Instagram,camp-studio,2026-01-20,asset-01
session-public-03110,,Paid Social,camp-move,2026-08-18,asset-02
session-public-03111,,DM,camp-private,2026-05-28,asset-03
session-public-03112,,Organic,organic,2026-04-06,asset-04
session-public-03113,,Instagram,camp-studio,2026-01-12,asset-01
session-public-03114,,Paid Social,camp-move,2026-07-01,asset-02
session-public-03115,,DM,camp-private,2026-06-09,
session-public-03116,,Organic,organic,2026-08-16,asset-04
session-public-03117,,Instagram,camp-studio,2025-12-05,asset-01
session-public-03118,,Paid Social,camp-move,2025-11-17,asset-02
session-public-03119,,DM,camp-private,2026-02-06,asset-03
session-public-03120,,Organic,organic,2026-03-30,asset-04
session-public-03121,,Instagram,camp-studio,2026-06-16,asset-01
session-public-03122,,Paid Social,camp-move,2026-01-30,asset-02
session-public-03123,,DM,camp-private,2026-09-10,asset-03
session-public-03124,,Organic,organic,2025-11-11,
session-public-03125,,Instagram,camp-studio,2026-02-08,asset-01
session-public-03126,,Paid Social,camp-move,2026-08-25,asset-02
session-public-03127,,DM,camp-private,2026-06-13,asset-03
session-public-03128,,Organic,organic,2026-02-27,asset-04
session-public-03129,,Instagram,camp-studio,2026-04-16,asset-01
session-public-03130,,Paid Social,camp-move,2025-10-02,asset-02
session-public-03131,,DM,camp-private,2025-10-24,asset-03
session-public-03132,,Organic,organic,2026-07-09,asset-04
session-public-03133,,Instagram,camp-studio,2025-11-15,
session-public-03134,,Paid Social,camp-move,2026-01-23,asset-02
session-public-03135,,DM,camp-private,2026-02-13,asset-03
session-public-03136,,Organic,organic,2026-01-29,asset-04
session-public-03137,,Instagram,camp-studio,2026-01-25,asset-01
session-public-03138,,Paid Social,camp-move,2026-08-30,asset-02
session-public-03139,,DM,camp-private,2026-07-03,asset-03
session-public-03140,,Organic,organic,2026-08-02,asset-04
session-public-03141,,Instagram,camp-studio,2026-07-13,asset-01
session-public-03142,,Paid Social,camp-move,2026-06-20,
session-public-03143,,DM,camp-private,2025-12-24,asset-03
session-public-03144,,Organic,organic,2026-08-09,asset-04
session-public-03145,,Instagram,camp-studio,2026-06-03,asset-01
session-public-03146,,Paid Social,camp-move,2026-06-19,asset-02
session-public-03147,,DM,camp-private,2025-09-23,asset-03
session-public-03148,,Organic,organic,2025-12-07,asset-04
session-public-03149,,Instagram,camp-studio,2025-10-02,asset-01
session-public-03150,,Paid Social,camp-move,2026-03-08,asset-02
session-public-03151,,DM,camp-private,2026-09-10,
session-public-03152,,Organic,organic,2026-07-02,asset-04
session-public-03153,,Instagram,camp-studio,2026-04-24,asset-01
session-public-03154,,Paid Social,camp-move,2026-07-09,asset-02
session-public-03155,,DM,camp-private,2026-03-15,asset-03
session-public-03156,,Organic,organic,2025-09-22,asset-04
session-public-03157,,Instagram,camp-studio,2026-05-26,asset-01
session-public-03158,,Paid Social,camp-move,2025-12-30,asset-02
session-public-03159,,DM,camp-private,2025-12-26,asset-03
session-public-03160,,Organic,organic,2025-11-16,
session-public-03161,,Instagram,camp-studio,2026-02-25,asset-01
session-public-03162,,Paid Social,camp-move,2026-04-27,asset-02
session-public-03163,,DM,camp-private,2026-01-28,asset-03
session-public-03164,,Organic,organic,2026-09-13,asset-04
session-public-03165,,Instagram,camp-studio,2026-02-08,asset-01
session-public-03166,,Paid Social,camp-move,2026-07-19,asset-02
session-public-03167,,DM,camp-private,2026-01-02,asset-03
session-public-03168,,Organic,organic,2026-08-09,asset-04
session-public-03169,,Instagram,camp-studio,2026-04-15,
session-public-03170,,Paid Social,camp-move,2026-08-30,asset-02
session-public-03171,,DM,camp-private,2026-07-27,asset-03
session-public-03172,,Organic,organic,2026-07-08,asset-04
session-public-03173,,Instagram,camp-studio,2026-07-07,asset-01
session-public-03174,,Paid Social,camp-move,2026-03-23,asset-02
session-public-03175,,DM,camp-private,2025-11-10,asset-03
session-public-03176,,Organic,organic,2026-04-04,asset-04
session-public-03177,,Instagram,camp-studio,2026-05-21,asset-01
session-public-03178,,Paid Social,camp-move,2026-08-07,
session-public-03179,,DM,camp-private,2025-12-31,asset-03
session-public-03180,,Organic,organic,2026-01-25,asset-04
session-public-03181,,Instagram,camp-studio,2026-03-07,asset-01
session-public-03182,,Paid Social,camp-move,2025-10-15,asset-02
session-public-03183,,DM,camp-private,2026-03-13,asset-03
session-public-03184,,Organic,organic,2026-03-23,asset-04
session-public-03185,,Instagram,camp-studio,2026-05-21,asset-01
session-public-03186,,Paid Social,camp-move,2026-01-23,asset-02
session-public-03187,,DM,camp-private,2026-06-21,
session-public-03188,,Organic,organic,2026-03-11,asset-04
session-public-03189,,Instagram,camp-studio,2026-06-01,asset-01
session-public-03190,,Paid Social,camp-move,2026-01-16,asset-02
session-public-03191,,DM,camp-private,2026-04-30,asset-03
session-public-03192,,Organic,organic,2026-07-06,asset-04
session-public-03193,,Instagram,camp-studio,2025-09-30,asset-01
session-public-03194,,Paid Social,camp-move,2026-09-10,asset-02
session-public-03195,,DM,camp-private,2025-10-31,asset-03
session-public-03196,,Organic,organic,2025-11-13,
session-public-03197,,Instagram,camp-studio,2026-07-08,asset-01
session-public-03198,,Paid Social,camp-move,2025-12-01,asset-02
session-public-03199,,DM,camp-private,2026-01-18,asset-03
session-public-03200,,Organic,organic,2026-04-20,asset-04
session-public-03201,,Instagram,camp-studio,2025-10-14,asset-01
session-public-03202,,Paid Social,camp-move,2026-01-04,asset-02
session-public-03203,,DM,camp-private,2026-05-19,asset-03
session-public-03204,,Organic,organic,2026-04-21,asset-04
session-public-03205,,Instagram,camp-studio,2026-06-22,
session-public-03206,,Paid Social,camp-move,2025-10-29,asset-02
session-public-03207,,DM,camp-private,2025-11-13,asset-03
session-public-03208,,Organic,organic,2026-09-05,asset-04
session-public-03209,,Instagram,camp-studio,2026-06-29,asset-01
session-public-03210,,Paid Social,camp-move,2026-05-05,asset-02
session-public-03211,,DM,camp-private,2025-11-30,asset-03
session-public-03212,,Organic,organic,2026-01-13,asset-04
session-public-03213,,Instagram,camp-studio,2026-01-09,asset-01
session-public-03214,,Paid Social,camp-move,2026-01-11,
session-public-03215,,DM,camp-private,2026-03-30,asset-03
session-public-03216,,Organic,organic,2025-11-10,asset-04
session-public-03217,,Instagram,camp-studio,2025-10-10,asset-01
session-public-03218,,Paid Social,camp-move,2026-01-31,asset-02
session-public-03219,,DM,camp-private,2025-09-27,asset-03
session-public-03220,,Organic,organic,2026-07-19,asset-04
session-public-03221,,Instagram,camp-studio,2026-04-19,asset-01
session-public-03222,,Paid Social,camp-move,2025-11-22,asset-02
session-public-03223,,DM,camp-private,2026-02-12,
session-public-03224,,Organic,organic,2026-08-17,asset-04
session-public-03225,,Instagram,camp-studio,2026-07-20,asset-01
session-public-03226,,Paid Social,camp-move,2026-05-10,asset-02
session-public-03227,,DM,camp-private,2026-01-07,asset-03
session-public-03228,,Organic,organic,2025-11-08,asset-04
session-public-03229,,Instagram,camp-studio,2026-03-15,asset-01
session-public-03230,,Paid Social,camp-move,2026-01-21,asset-02
session-public-03231,,DM,camp-private,2026-08-01,asset-03
session-public-03232,,Organic,organic,2025-11-21,
session-public-03233,,Instagram,camp-studio,2025-11-08,asset-01
session-public-03234,,Paid Social,camp-move,2026-01-28,asset-02
session-public-03235,,DM,camp-private,2026-07-25,asset-03
session-public-03236,,Organic,organic,2026-06-23,asset-04
session-public-03237,,Instagram,camp-studio,2026-08-10,asset-01
session-public-03238,,Paid Social,camp-move,2026-01-23,asset-02
session-public-03239,,DM,camp-private,2025-10-14,asset-03
session-public-03240,,Organic,organic,2026-05-23,asset-04
session-public-03241,,Instagram,camp-studio,2026-09-09,
session-public-03242,,Paid Social,camp-move,2026-02-10,asset-02
session-public-03243,,DM,camp-private,2026-06-26,asset-03
session-public-03244,,Organic,organic,2025-12-16,asset-04
session-public-03245,,Instagram,camp-studio,2026-08-24,asset-01
session-public-03246,,Paid Social,camp-move,2026-09-13,asset-02
session-public-03247,,DM,camp-private,2025-09-25,asset-03
session-public-03248,,Organic,organic,2026-05-30,asset-04
session-public-03249,,Instagram,camp-studio,2026-01-10,asset-01
session-public-03250,,Paid Social,camp-move,2026-04-20,
session-public-03251,,DM,camp-private,2026-03-10,asset-03
session-public-03252,,Organic,organic,2025-11-12,asset-04
session-public-03253,,Instagram,camp-studio,2025-11-06,asset-01
session-public-03254,,Paid Social,camp-move,2026-06-06,asset-02
session-public-03255,,DM,camp-private,2026-07-17,asset-03
session-public-03256,,Organic,organic,2026-01-17,asset-04
session-public-03257,,Instagram,camp-studio,2026-07-13,asset-01
session-public-03258,,Paid Social,camp-move,2026-02-11,asset-02
session-public-03259,,DM,camp-private,2025-09-22,
session-public-03260,,Organic,organic,2026-04-28,asset-04
session-public-03261,,Instagram,camp-studio,2026-09-13,asset-01
session-public-03262,,Paid Social,camp-move,2026-03-19,asset-02
session-public-03263,,DM,camp-private,2026-03-23,asset-03
session-public-03264,,Organic,organic,2026-05-11,asset-04
session-public-03265,,Instagram,camp-studio,2026-07-03,asset-01
session-public-03266,,Paid Social,camp-move,2026-09-13,asset-02
session-public-03267,,DM,camp-private,2025-12-15,asset-03
session-public-03268,,Organic,organic,2025-10-05,
session-public-03269,,Instagram,camp-studio,2025-11-10,asset-01
session-public-03270,,Paid Social,camp-move,2026-08-09,asset-02
session-public-03271,,DM,camp-private,2026-07-11,asset-03
session-public-03272,,Organic,organic,2025-10-02,asset-04
session-public-03273,,Instagram,camp-studio,2026-08-29,asset-01
session-public-03274,,Paid Social,camp-move,2026-02-09,asset-02
session-public-03275,,DM,camp-private,2025-12-29,asset-03
session-public-03276,,Organic,organic,2025-12-19,asset-04
session-public-03277,,Instagram,camp-studio,2025-12-11,
session-public-03278,,Paid Social,camp-move,2026-01-19,asset-02
session-public-03279,,DM,camp-private,2025-10-15,asset-03
session-public-03280,,Organic,organic,2025-12-22,asset-04
session-public-03281,,Instagram,camp-studio,2025-12-31,asset-01
session-public-03282,,Paid Social,camp-move,2026-01-07,asset-02
session-public-03283,,DM,camp-private,2026-01-01,asset-03
session-public-03284,,Organic,organic,2025-11-28,asset-04
session-public-03285,,Instagram,camp-studio,2026-02-20,asset-01
session-public-03286,,Paid Social,camp-move,2026-05-15,
session-public-03287,,DM,camp-private,2025-10-23,asset-03
session-public-03288,,Organic,organic,2026-08-26,asset-04
session-public-03289,,Instagram,camp-studio,2026-05-10,asset-01
session-public-03290,,Paid Social,camp-move,2026-01-15,asset-02
session-public-03291,,DM,camp-private,2026-08-04,asset-03
session-public-03292,,Organic,organic,2025-11-29,asset-04
session-public-03293,,Instagram,camp-studio,2025-10-08,asset-01
session-public-03294,,Paid Social,camp-move,2025-11-21,asset-02
session-public-03295,,DM,camp-private,2026-01-04,
session-public-03296,,Organic,organic,2026-03-28,asset-04
session-public-03297,,Instagram,camp-studio,2026-08-09,asset-01
session-public-03298,,Paid Social,camp-move,2026-02-22,asset-02
session-public-03299,,DM,camp-private,2026-09-08,asset-03
session-public-03300,,Organic,organic,2026-05-01,asset-04
session-public-03301,,Instagram,camp-studio,2025-12-09,asset-01
session-public-03302,,Paid Social,camp-move,2026-09-09,asset-02
session-public-03303,,DM,camp-private,2025-10-24,asset-03
session-public-03304,,Organic,organic,2025-12-12,
session-public-03305,,Instagram,camp-studio,2026-05-22,asset-01
session-public-03306,,Paid Social,camp-move,2026-04-03,asset-02
session-public-03307,,DM,camp-private,2025-09-25,asset-03
session-public-03308,,Organic,organic,2025-12-18,asset-04
session-public-03309,,Instagram,camp-studio,2026-04-01,asset-01
session-public-03310,,Paid Social,camp-move,2025-10-09,asset-02
session-public-03311,,DM,camp-private,2026-06-21,asset-03
session-public-03312,,Organic,organic,2025-12-20,asset-04
session-public-03313,,Instagram,camp-studio,2026-09-07,
session-public-03314,,Paid Social,camp-move,2026-04-25,asset-02
session-public-03315,,DM,camp-private,2025-11-16,asset-03
session-public-03316,,Organic,organic,2025-11-04,asset-04
session-public-03317,,Instagram,camp-studio,2025-12-11,asset-01
session-public-03318,,Paid Social,camp-move,2026-01-08,asset-02
session-public-03319,,DM,camp-private,2025-10-29,asset-03
session-public-03320,,Organic,organic,2025-12-09,asset-04
session-public-03321,,Instagram,camp-studio,2026-04-22,asset-01
session-public-03322,,Paid Social,camp-move,2025-11-16,
session-public-03323,,DM,camp-private,2026-05-02,asset-03
session-public-03324,,Organic,organic,2026-01-17,asset-04
session-public-03325,,Instagram,camp-studio,2026-09-15,asset-01
session-public-03326,,Paid Social,camp-move,2025-12-16,asset-02
session-public-03327,,DM,camp-private,2026-02-05,asset-03
session-public-03328,,Organic,organic,2026-06-15,asset-04
session-public-03329,,Instagram,camp-studio,2026-07-03,asset-01
session-public-03330,,Paid Social,camp-move,2026-09-03,asset-02
session-public-03331,,DM,camp-private,2026-06-20,
session-public-03332,,Organic,organic,2026-07-21,asset-04
session-public-03333,,Instagram,camp-studio,2026-07-18,asset-01
session-public-03334,,Paid Social,camp-move,2026-03-09,asset-02
session-public-03335,,DM,camp-private,2026-05-11,asset-03
session-public-03336,,Organic,organic,2025-12-11,asset-04
session-public-03337,,Instagram,camp-studio,2026-07-23,asset-01
session-public-03338,,Paid Social,camp-move,2026-06-21,asset-02
session-public-03339,,DM,camp-private,2026-08-26,asset-03
session-public-03340,,Organic,organic,2026-07-09,
session-public-03341,,Instagram,camp-studio,2026-01-10,asset-01
session-public-03342,,Paid Social,camp-move,2026-05-09,asset-02
session-public-03343,,DM,camp-private,2026-04-27,asset-03
session-public-03344,,Organic,organic,2025-12-19,asset-04
session-public-03345,,Instagram,camp-studio,2026-07-31,asset-01
session-public-03346,,Paid Social,camp-move,2026-05-07,asset-02
session-public-03347,,DM,camp-private,2026-02-11,asset-03
session-public-03348,,Organic,organic,2026-03-02,asset-04
session-public-03349,,Instagram,camp-studio,2026-02-02,
session-public-03350,,Paid Social,camp-move,2026-07-29,asset-02
session-public-03351,,DM,camp-private,2026-01-09,asset-03
session-public-03352,,Organic,organic,2025-10-02,asset-04
session-public-03353,,Instagram,camp-studio,2025-12-31,asset-01
session-public-03354,,Paid Social,camp-move,2026-04-17,asset-02
session-public-03355,,DM,camp-private,2026-02-20,asset-03
session-public-03356,,Organic,organic,2026-04-02,asset-04
session-public-03357,,Instagram,camp-studio,2026-06-23,asset-01
session-public-03358,,Paid Social,camp-move,2026-05-18,
session-public-03359,,DM,camp-private,2025-11-07,asset-03
session-public-03360,,Organic,organic,2026-07-16,asset-04
session-public-03361,,Instagram,camp-studio,2025-11-20,asset-01
session-public-03362,,Paid Social,camp-move,2026-09-12,asset-02
session-public-03363,,DM,camp-private,2025-11-25,asset-03
session-public-03364,,Organic,organic,2025-10-19,asset-04
session-public-03365,,Instagram,camp-studio,2026-01-17,asset-01
session-public-03366,,Paid Social,camp-move,2026-09-15,asset-02
session-public-03367,,DM,camp-private,2026-06-22,
session-public-03368,,Organic,organic,2025-11-18,asset-04
session-public-03369,,Instagram,camp-studio,2026-07-05,asset-01
session-public-03370,,Paid Social,camp-move,2026-05-25,asset-02
session-public-03371,,DM,camp-private,2026-04-12,asset-03
session-public-03372,,Organic,organic,2026-08-20,asset-04
session-public-03373,,Instagram,camp-studio,2026-07-16,asset-01
