id,customer_id,channel,campaign_id,date,delivered_date,status
ord-00748,cust-0007,DM,camp-private,2026-05-21,,cancelled
ord-00749,cust-0108,Instagram,camp-studio,2026-05-22,2026-05-27,delivered
ord-00750,cust-0066,Organic,organic,2026-02-25,2026-03-01,delivered
ord-00751,cust-0072,Organic,organic,2026-02-17,,cancelled
ord-00752,cust-0196,Organic,organic,2026-07-09,2026-07-14,delivered
ord-00753,cust-0017,DM,camp-private,2026-09-09,2026-09-12,delivered
ord-00754,cust-0266,Instagram,camp-studio,2026-04-20,,paid
ord-00755,cust-0106,Organic,organic,2025-11-27,2025-12-02,delivered
ord-00756,cust-0074,Instagram,camp-studio,2026-05-08,2026-05-11,delivered
ord-00757,cust-0021,Instagram,camp-studio,2025-11-08,,pending
ord-00758,cust-0090,Instagram,camp-studio,2026-04-22,,pending
ord-00759,cust-0202,Organic,organic,2026-09-14,2026-09-17,delivered
ord-00760,cust-0211,Instagram,camp-studio,2026-07-02,2026-07-04,delivered
ord-00761,cust-0107,Instagram,camp-studio,2026-06-08,2026-06-13,delivered
ord-00762,cust-0238,Paid Social,camp-move,2026-08-11,2026-08-14,delivered
ord-00763,cust-0088,DM,camp-private,2026-09-06,2026-09-08,delivered
ord-00764,cust-0347,Instagram,camp-studio,2026-07-23,2026-07-26,delivered
ord-00765,cust-0025,Organic,organic,2026-08-13,,shipped
ord-00766,cust-0027,Instagram,camp-studio,2026-07-25,,paid
ord-00767,cust-0050,Instagram,camp-studio,2026-08-28,2026-09-02,delivered
ord-00768,cust-0320,Organic,organic,2026-01-11,2026-01-16,delivered
ord-00769,cust-0235,Instagram,camp-studio,2026-01-12,,paid
ord-00770,cust-0393,Paid Social,camp-move,2026-08-22,,cancelled
ord-00771,cust-0049,Instagram,camp-studio,2026-07-26,2026-07-31,delivered
ord-00772,cust-0326,Instagram,camp-studio,2026-09-09,,paid
ord-00773,cust-0380,Paid Social,camp-move,2026-02-04,,shipped
ord-00774,cust-0071,Paid Social,camp-move,2026-04-01,2026-04-06,delivered
ord-00775,cust-0021,Organic,organic,2026-06-15,2026-06-19,delivered
ord-00776,cust-0277,Organic,organic,2026-01-27,,shipped
ord-00777,cust-0004,Organic,organic,2025-10-25,2025-10-28,delivered
ord-00778,cust-0041,DM,camp-private,2026-04-28,2026-05-01,delivered
ord-00779,cust-0247,Organic,organic,2026-02-11,2026-02-16,delivered
ord-00780,cust-0196,Organic,organic,2026-07-09,,shipped
ord-00781,cust-0132,Paid Social,camp-move,2026-04-14,2026-04-19,delivered
ord-00782,cust-0101,Organic,organic,2026-09-09,2026-09-13,delivered
ord-00783,cust-0251,DM,camp-private,2026-06-25,2026-06-30,delivered
ord-00784,cust-0326,Paid Social,camp-move,2026-09-09,2026-09-14,delivered
ord-00785,cust-0186,DM,camp-private,2026-08-11,2026-08-14,delivered
ord-00786,cust-0048,DM,camp-private,2026-08-17,2026-08-19,delivered
ord-00787,cust-0130,Instagram,camp-studio,2026-09-11,,cancelled
ord-00788,cust-0373,Instagram,camp-studio,2026-08-06,2026-08-10,delivered
ord-00789,cust-0158,Organic,organic,2026-09-06,,paid
ord-00790,cust-0361,Instagram,camp-studio,2026-01-22,2026-01-24,delivered
ord-00791,cust-0094,Instagram,camp-studio,2026-06-22,,pending
ord-00792,cust-0142,Instagram,camp-studio,2026-08-09,2026-08-14,delivered
ord-00793,cust-0004,DM,camp-private,2026-08-28,,cancelled
ord-00794,cust-0243,DM,camp-private,2026-03-13,2026-03-17,delivered
ord-00795,cust-0313,Organic,organic,2026-09-13,,pending
ord-00796,cust-0072,DM,camp-private,2026-02-17,,pending
ord-00797,cust-0339,Instagram,camp-studio,2025-12-27,2025-12-31,delivered
ord-00798,cust-0042,Paid Social,camp-move,2026-03-19,,pending
ord-00799,cust-0151,Instagram,camp-studio,2026-07-29,2026-07-31,delivered
ord-00800,cust-0060,DM,camp-private,2026-07-01,2026-07-04,delivered
ord-00801,cust-0132,Paid Social,camp-move,2026-08-28,,pending
ord-00802,cust-0393,Instagram,camp-studio,2026-08-22,2026-08-27,delivered
ord-00803,cust-0060,Instagram,camp-studio,2026-07-01,2026-07-04,delivered
ord-00804,cust-0195,DM,camp-private,2026-07-14,2026-07-17,delivered
ord-00805,cust-0065,DM,camp-private,2026-07-14,2026-07-16,delivered
ord-00806,cust-0234,DM,camp-private,2026-01-12,2026-01-14,delivered
ord-00807,cust-0362,Paid Social,camp-move,2026-07-12,,paid
ord-00808,cust-0171,Organic,organic,2025-12-22,2025-12-25,delivered
ord-00809,cust-0154,Organic,organic,2026-08-25,2026-08-27,delivered
ord-00810,cust-0201,Paid Social,camp-move,2026-06-21,2026-06-24,delivered
ord-00811,cust-0298,Organic,organic,2025-12-16,,shipped
ord-00812,cust-0150,Instagram,camp-studio,2026-07-24,,paid
ord-00813,cust-0219,Organic,organic,2026-09-04,,pending
ord-00814,cust-0077,DM,camp-private,2026-08-09,2026-08-11,delivered
ord-00815,cust-0399,Organic,organic,2026-08-27,,shipped
ord-00816,cust-0261,Instagram,camp-studio,2026-01-15,2026-01-20,delivered
ord-00817,cust-0051,Instagram,camp-studio,2026-03-17,,pending
ord-00818,cust-0334,Organic,organic,2026-06-09,2026-06-11,delivered
ord-00819,cust-0106,Instagram,camp-studio,2026-08-22,2026-08-24,delivered
ord-00820,cust-0266,DM,camp-private,2026-04-20,2026-04-25,delivered
ord-00821,cust-0108,Instagram,camp-studio,2026-09-09,,paid
ord-00822,cust-0066,Paid Social,camp-move,2026-08-06,2026-08-10,delivered
ord-00823,cust-0105,DM,camp-private,2026-03-07,2026-03-10,delivered
ord-00824,cust-0079,Organic,organic,2026-08-13,2026-08-15,delivered
ord-00825,cust-0351,Paid Social,camp-move,2026-06-29,2026-07-01,delivered
ord-00826,cust-0114,Organic,organic,2026-07-09,,paid
ord-00827,cust-0145,Instagram,camp-studio,2026-07-01,2026-07-03,delivered
ord-00828,cust-0207,DM,camp-private,2026-05-24,2026-05-27,delivered
ord-00829,cust-0328,DM,camp-private,2026-07-18,2026-07-23,delivered
ord-00830,cust-0142,Paid Social,camp-move,2026-08-09,,shipped
ord-00831,cust-0161,DM,camp-private,2026-08-16,2026-08-19,delivered
ord-00832,cust-0284,Organic,organic,2026-06-01,2026-06-06,delivered
ord-00833,cust-0351,Organic,organic,2026-09-03,,shipped
ord-00834,cust-0379,Organic,organic,2026-08-26,,paid
ord-00835,cust-0027,Paid Social,camp-move,2026-07-06,2026-07-08,delivered
ord-00836,cust-0136,Instagram,camp-studio,2026-06-09,2026-06-14,delivered
ord-00837,cust-0316,Instagram,camp-studio,2026-05-29,2026-05-31,delivered
ord-00838,cust-0079,Instagram,camp-studio,2026-08-13,2026-08-16,delivered
ord-00839,cust-0187,Organic,organic,2026-04-29,2026-05-03,delivered
ord-00840,cust-0364,Instagram,camp-studio,2026-01-01,2026-01-04,delivered
ord-00841,cust-0251,Paid Social,camp-move,2026-06-30,,shipped
ord-00842,cust-0056,Instagram,camp-studio,2026-06-23,2026-06-25,delivered
ord-00843,cust-0378,Paid Social,camp-move,2026-01-09,2026-01-14,delivered
ord-00844,cust-0127,Organic,organic,2026-08-29,2026-08-31,delivered
ord-00845,cust-0303,DM,camp-private,2026-08-10,2026-08-13,delivered
ord-00846,cust-0269,DM,camp-private,2026-09-01,,cancelled
ord-00847,cust-0180,Paid Social,camp-move,2026-09-21,,pending
ord-00848,cust-0165,Instagram,camp-studio,2026-05-02,2026-05-04,delivered
ord-00849,cust-0058,DM,camp-private,2026-04-03,,shipped
ord-00850,cust-0381,Paid Social,camp-move,2026-07-20,2026-07-24,delivered
ord-00851,cust-0336,Instagram,camp-studio,2025-12-28,2025-12-30,delivered
ord-00852,cust-0130,Organic,organic,2026-07-05,,pending
ord-00853,cust-0269,Organic,organic,2026-09-01,2026-09-05,delivered
ord-00854,cust-0356,DM,camp-private,2026-03-02,2026-03-04,delivered
ord-00855,cust-0082,Instagram,camp-studio,2026-07-11,,shipped
ord-00856,cust-0269,Instagram,camp-studio,2026-09-01,2026-09-05,delivered
ord-00857,cust-0021,Instagram,camp-studio,2026-08-15,,pending
ord-00858,cust-0108,Instagram,camp-studio,2026-06-22,,shipped
ord-00859,cust-0282,DM,camp-private,2026-02-04,2026-02-08,delivered
ord-00860,cust-0276,Organic,organic,2026-08-24,,paid
ord-00861,cust-0321,DM,camp-private,2026-08-12,2026-08-17,delivered
ord-00862,cust-0246,Paid Social,camp-move,2026-01-21,2026-01-24,delivered
ord-00863,cust-0036,Instagram,camp-studio,2026-02-11,2026-02-16,delivered
ord-00864,cust-0330,Instagram,camp-studio,2026-06-06,,paid
ord-00865,cust-0174,Instagram,camp-studio,2026-09-19,,paid
ord-00866,cust-0246,Instagram,camp-studio,2026-01-21,2026-01-25,delivered
ord-00867,cust-0053,Organic,organic,2026-06-10,2026-06-12,delivered
ord-00868,cust-0336,Instagram,camp-studio,2026-02-15,,pending
ord-00869,cust-0185,Organic,organic,2025-11-04,2025-11-07,delivered
ord-00870,cust-0342,Instagram,camp-studio,2026-09-08,,paid
ord-00871,cust-0077,Instagram,camp-studio,2026-08-23,2026-08-28,delivered
ord-00872,cust-0219,Instagram,camp-studio,2026-08-20,2026-08-23,delivered
ord-00873,cust-0171,Organic,organic,2025-12-22,,shipped
ord-00874,cust-0367,Paid Social,camp-move,2026-04-25,,paid
ord-00875,cust-0105,Paid Social,camp-move,2026-03-07,2026-03-10,delivered
ord-00876,cust-0399,Instagram,camp-studio,2026-08-27,2026-09-01,delivered
ord-00877,cust-0014,Organic,organic,2026-09-13,2026-09-15,delivered
ord-00878,cust-0073,Instagram,camp-studio,2025-11-01,2025-11-06,delivered
ord-00879,cust-0228,DM,camp-private,2026-08-18,2026-08-21,delivered
ord-00880,cust-0233,DM,camp-private,2026-07-20,2026-07-24,delivered
ord-00881,cust-0268,Organic,organic,2026-04-03,2026-04-06,delivered
ord-00882,cust-0240,Instagram,camp-studio,2026-05-24,,shipped
ord-00883,cust-0139,Instagram,camp-studio,2025-11-16,2025-11-20,delivered
ord-00884,cust-0104,Organic,organic,2026-09-07,2026-09-09,delivered
ord-00885,cust-0048,Instagram,camp-studio,2026-04-04,2026-04-08,delivered
ord-00886,cust-0397,Instagram,camp-studio,2026-07-02,,paid
ord-00887,cust-0350,Instagram,camp-studio,2026-05-17,2026-05-20,delivered
ord-00888,cust-0083,Paid Social,camp-move,2026-06-05,,shipped
ord-00889,cust-0174,Paid Social,camp-move,2026-08-08,,paid
ord-00890,cust-0107,DM,camp-private,2026-07-31,,cancelled
ord-00891,cust-0159,Organic,organic,2026-06-29,,paid
ord-00892,cust-0152,Instagram,camp-studio,2026-06-19,2026-06-23,delivered
ord-00893,cust-0072,Organic,organic,2026-02-17,2026-02-21,delivered
ord-00894,cust-0320,Paid Social,camp-move,2026-03-01,,shipped
ord-00895,cust-0030,DM,camp-private,2026-09-16,2026-09-19,delivered
ord-00896,cust-0038,Paid Social,camp-move,2026-01-14,2026-01-16,delivered
ord-00897,cust-0103,Instagram,camp-studio,2026-04-15,2026-04-20,delivered
ord-00898,cust-0164,Instagram,camp-studio,2026-07-09,2026-07-14,delivered
ord-00899,cust-0351,Instagram,camp-studio,2026-04-26,2026-04-28,delivered
ord-00900,cust-0133,Organic,organic,2026-03-26,2026-03-31,delivered
ord-00901,cust-0083,Paid Social,camp-move,2026-09-13,,pending
ord-00902,cust-0371,Paid Social,camp-move,2026-08-29,2026-09-02,delivered
ord-00903,cust-0328,Instagram,camp-studio,2026-07-18,2026-07-21,delivered
ord-00904,cust-0179,Organic,organic,2026-01-07,,cancelled
ord-00905,cust-0158,Organic,organic,2026-09-06,2026-09-11,delivered
ord-00906,cust-0278,Paid Social,camp-move,2026-04-28,,shipped
ord-00907,cust-0338,DM,camp-private,2026-09-09,2026-09-11,delivered
ord-00908,cust-0316,Instagram,camp-studio,2026-05-29,,shipped
ord-00909,cust-0017,Instagram,camp-studio,2026-08-29,2026-09-01,delivered
ord-00910,cust-0064,Organic,organic,2026-03-26,,pending
ord-00911,cust-0138,Instagram,camp-studio,2026-08-25,,paid
ord-00912,cust-0213,Instagram,camp-studio,2026-06-25,2026-06-29,delivered
ord-00913,cust-0293,Instagram,camp-studio,2026-08-21,,cancelled
ord-00914,cust-0373,Paid Social,camp-move,2026-08-06,2026-08-09,delivered
ord-00915,cust-0296,Organic,organic,2026-04-10,2026-04-14,delivered
ord-00916,cust-0014,Instagram,camp-studio,2026-09-03,,paid
ord-00917,cust-0399,Instagram,camp-studio,2026-08-27,,shipped
ord-00918,cust-0141,Organic,organic,2025-12-09,2025-12-11,delivered
ord-00919,cust-0186,Paid Social,camp-move,2026-07-25,2026-07-27,delivered
ord-00920,cust-0092,Paid Social,camp-move,2026-08-25,2026-08-27,delivered
ord-00921,cust-0131,Instagram,camp-studio,2026-07-17,2026-07-19,delivered
ord-00922,cust-0112,Instagram,camp-studio,2025-10-25,2025-10-28,delivered
ord-00923,cust-0224,Organic,organic,2026-06-11,,pending
ord-00924,cust-0106,Paid Social,camp-move,2026-05-29,2026-06-02,delivered
ord-00925,cust-0291,Paid Social,camp-move,2026-03-21,2026-03-23,delivered
ord-00926,cust-0151,Organic,organic,2026-07-28,,shipped
ord-00927,cust-0166,Organic,organic,2026-04-29,2026-05-01,delivered
ord-00928,cust-0239,Organic,organic,2026-07-09,,pending
ord-00929,cust-0288,DM,camp-private,2026-02-11,,pending
ord-00930,cust-0388,Instagram,camp-studio,2026-05-04,2026-05-07,delivered
ord-00931,cust-0197,Paid Social,camp-move,2026-01-21,2026-01-23,delivered
ord-00932,cust-0271,Instagram,camp-studio,2026-08-18,2026-08-23,delivered
ord-00933,cust-0161,DM,camp-private,2026-08-16,2026-08-21,delivered
ord-00934,cust-0053,Instagram,camp-studio,2026-02-04,,paid
ord-00935,cust-0189,Organic,organic,2026-06-24,,pending
ord-00936,cust-0156,Instagram,camp-studio,2026-09-05,,shipped
ord-00937,cust-0063,Paid Social,camp-move,2026-08-04,2026-08-09,delivered
ord-00938,cust-0393,DM,camp-private,2026-08-22,2026-08-25,delivered
ord-00939,cust-0254,Instagram,camp-studio,2026-07-14,,shipped
ord-00940,cust-0303,Paid Social,camp-move,2026-06-19,2026-06-23,delivered
ord-00941,cust-0113,Paid Social,camp-move,2026-03-27,2026-03-30,delivered
ord-00942,cust-0158,DM,camp-private,2026-09-06,2026-09-08,delivered
ord-00943,cust-0244,Paid Social,camp-move,2026-08-26,2026-08-28,delivered
ord-00944,cust-0258,Paid Social,camp-move,2026-04-30,2026-05-04,delivered
ord-00945,cust-0142,DM,camp-private,2026-08-09,2026-08-11,delivered
ord-00946,cust-0019,Instagram,camp-studio,2026-07-13,2026-07-15,delivered
ord-00947,cust-0355,Paid Social,camp-move,2026-06-16,2026-06-19,delivered
ord-00948,cust-0353,Instagram,camp-studio,2026-07-17,,shipped
ord-00949,cust-0136,Instagram,camp-studio,2026-06-09,,shipped
ord-00950,cust-0009,DM,camp-private,2026-07-09,2026-07-12,delivered
ord-00951,cust-0377,Paid Social,camp-move,2026-06-24,,shipped
ord-00952,cust-0007,Instagram,camp-studio,2026-03-21,2026-03-26,delivered
ord-00953,cust-0183,Instagram,camp-studio,2026-06-25,2026-06-30,delivered
ord-00954,cust-0348,Organic,organic,2026-03-19,2026-03-24,delivered
ord-00955,cust-0360,Organic,organic,2026-03-16,2026-03-21,delivered
ord-00956,cust-0005,Organic,organic,2026-06-04,2026-06-07,delivered
ord-00957,cust-0250,Instagram,camp-studio,2026-02-16,2026-02-21,delivered
ord-00958,cust-0026,Instagram,camp-studio,2026-01-28,,pending
ord-00959,cust-0366,Instagram,camp-studio,2026-08-18,,shipped
ord-00960,cust-0182,Organic,organic,2026-01-27,2026-02-01,delivered
ord-00961,cust-0297,DM,camp-private,2026-01-21,2026-01-24,delivered
ord-00962,cust-0224,Instagram,camp-studio,2025-11-22,2025-11-26,delivered
ord-00963,cust-0239,Organic,organic,2026-04-25,2026-04-27,delivered
ord-00964,cust-0125,Paid Social,camp-move,2026-07-16,2026-07-20,delivered
ord-00965,cust-0044,Instagram,camp-studio,2026-01-10,,cancelled
ord-00966,cust-0346,DM,camp-private,2026-07-15,2026-07-18,delivered
ord-00967,cust-0346,Organic,organic,2026-08-15,2026-08-19,delivered
ord-00968,cust-0103,Instagram,camp-studio,2026-01-12,2026-01-14,delivered
ord-00969,cust-0259,Paid Social,camp-move,2026-05-07,,pending
ord-00970,cust-0222,DM,camp-private,2026-06-13,2026-06-16,delivered
ord-00971,cust-0055,Paid Social,camp-move,2026-05-17,2026-05-19,delivered
ord-00972,cust-0182,Paid Social,camp-move,2025-12-13,,shipped
ord-00973,cust-0263,Instagram,camp-studio,2026-04-30,2026-05-04,delivered
ord-00974,cust-0338,Organic,organic,2026-07-23,2026-07-28,delivered
ord-00975,cust-0166,Organic,organic,2026-07-20,2026-07-25,delivered
ord-00976,cust-0396,Instagram,camp-studio,2026-08-29,,pending
ord-00977,cust-0129,Instagram,camp-studio,2026-07-18,,shipped
ord-00978,cust-0358,Paid Social,camp-move,2026-05-10,,cancelled
ord-00979,cust-0147,Instagram,camp-studio,2026-01-15,2026-01-18,delivered
ord-00980,cust-0291,Organic,organic,2026-06-28,2026-07-03,delivered
ord-00981,cust-0225,DM,camp-private,2026-04-28,,pending
ord-00982,cust-0256,Instagram,camp-studio,2026-01-24,2026-01-26,delivered
ord-00983,cust-0295,Organic,organic,2026-01-23,,pending
ord-00984,cust-0057,Paid Social,camp-move,2026-07-17,,pending
ord-00985,cust-0376,Organic,organic,2026-03-09,,shipped
ord-00986,cust-0360,Instagram,camp-studio,2026-03-01,2026-03-06,delivered
ord-00987,cust-0067,DM,camp-private,2026-09-17,2026-09-21,delivered
ord-00988,cust-0195,DM,camp-private,2026-09-06,2026-09-11,delivered
ord-00989,cust-0316,Instagram,camp-studio,2026-05-29,2026-05-31,delivered
ord-00990,cust-0008,Organic,organic,2026-01-27,2026-01-30,delivered
ord-00991,cust-0126,Instagram,camp-studio,2026-07-06,2026-07-08,delivered
ord-00992,cust-0377,Organic,organic,2026-06-24,,paid
ord-00993,cust-0335,Paid Social,camp-move,2026-01-25,2026-01-27,delivered
ord-00994,cust-0380,Instagram,camp-studio,2026-07-02,2026-07-05,delivered
ord-00995,cust-0139,DM,camp-private,2026-02-11,2026-02-13,delivered
ord-00996,cust-0195,DM,camp-private,2026-01-23,2026-01-27,delivered
ord-00997,cust-0015,DM,camp-private,2026-06-28,2026-07-03,delivered
ord-00998,cust-0284,Organic,organic,2026-04-08,,pending
ord-00999,cust-0196,DM,camp-private,2026-07-09,,pending
ord-01000,cust-0020,Instagram,camp-studio,2026-08-03,2026-08-07,delivered
ord-01001,cust-0292,Instagram,camp-studio,2026-08-26,2026-08-29,delivered
ord-01002,cust-0184,DM,camp-private,2026-06-20,2026-06-25,delivered
ord-01003,cust-0142,Organic,organic,2026-08-09,2026-08-12,delivered
ord-01004,cust-0022,DM,camp-private,2026-07-02,2026-07-06,delivered
ord-01005,cust-0167,Paid Social,camp-move,2026-07-11,,paid
ord-01006,cust-0334,Paid Social,camp-move,2026-06-09,,cancelled
ord-01007,cust-0303,Instagram,camp-studio,2026-04-15,2026-04-19,delivered
ord-01008,cust-0111,Organic,organic,2026-04-03,2026-04-06,delivered
ord-01009,cust-0323,DM,camp-private,2026-06-29,2026-07-01,delivered
ord-01010,cust-0269,Paid Social,camp-move,2026-09-01,2026-09-05,delivered
ord-01011,cust-0384,DM,camp-private,2026-01-25,2026-01-30,delivered
ord-01012,cust-0215,Paid Social,camp-move,2026-01-17,,paid
ord-01013,cust-0061,Paid Social,camp-move,2026-02-19,2026-02-22,delivered
ord-01014,cust-0233,Instagram,camp-studio,2026-07-20,2026-07-25,delivered
ord-01015,cust-0086,Instagram,camp-studio,2026-02-05,,pending
ord-01016,cust-0286,DM,camp-private,2026-05-16,2026-05-20,delivered
ord-01017,cust-0182,Organic,organic,2026-05-09,2026-05-14,delivered
ord-01018,cust-0004,DM,camp-private,2026-07-22,,shipped
ord-01019,cust-0144,Instagram,camp-studio,2026-09-05,2026-09-07,delivered
ord-01020,cust-0219,Instagram,camp-studio,2026-08-20,2026-08-23,delivered
ord-01021,cust-0295,Instagram,camp-studio,2026-08-03,2026-08-06,delivered
ord-01022,cust-0106,Organic,organic,2026-07-01,,shipped
ord-01023,cust-0293,DM,camp-private,2026-08-21,2026-08-26,delivered
ord-01024,cust-0375,Instagram,camp-studio,2026-08-30,2026-09-01,delivered
ord-01025,cust-0172,Paid Social,camp-move,2026-06-08,,shipped
ord-01026,cust-0362,Instagram,camp-studio,2026-06-15,,paid
ord-01027,cust-0126,DM,camp-private,2026-07-06,,pending
ord-01028,cust-0046,Organic,organic,2026-06-13,,shipped
ord-01029,cust-0195,DM,camp-private,2026-08-11,2026-08-16,delivered
ord-01030,cust-0343,Paid Social,camp-move,2026-05-28,2026-06-01,delivered
ord-01031,cust-0387,Paid Social,camp-move,2026-02-16,2026-02-19,delivered
ord-01032,cust-0178,Paid Social,camp-move,2026-09-13,2026-09-18,delivered
ord-01033,cust-0015,Instagram,camp-studio,2026-06-28,2026-07-03,delivered
ord-01034,cust-0028,Paid Social,camp-move,2026-02-06,2026-02-08,delivered
ord-01035,cust-0310,Instagram,camp-studio,2026-06-25,,shipped
ord-01036,cust-0284,DM,camp-private,2025-12-24,2025-12-28,delivered
ord-01037,cust-0368,Instagram,camp-studio,2026-05-14,2026-05-18,delivered
ord-01038,cust-0249,Instagram,camp-studio,2026-05-28,2026-05-31,delivered
ord-01039,cust-0259,Organic,organic,2026-09-17,2026-09-19,delivered
ord-01040,cust-0201,Organic,organic,2026-06-21,,paid
ord-01041,cust-0104,Instagram,camp-studio,2026-09-07,,shipped
ord-01042,cust-0288,Paid Social,camp-move,2026-02-11,,pending
ord-01043,cust-0191,DM,camp-private,2026-06-28,2026-06-30,delivered
ord-01044,cust-0043,Paid Social,camp-move,2025-12-10,2025-12-15,delivered
ord-01045,cust-0268,Organic,organic,2026-07-09,2026-07-14,delivered
ord-01046,cust-0138,Instagram,camp-studio,2026-09-10,2026-09-15,delivered
ord-01047,cust-0248,Paid Social,camp-move,2026-08-30,,shipped
ord-01048,cust-0066,Instagram,camp-studio,2025-12-29,,shipped
ord-01049,cust-0281,Paid Social,camp-move,2026-05-09,2026-05-14,delivered
ord-01050,cust-0315,Paid Social,camp-move,2026-08-26,2026-08-30,delivered
ord-01051,cust-0242,Instagram,camp-studio,2026-05-16,2026-05-19,delivered
ord-01052,cust-0003,DM,camp-private,2026-02-28,2026-03-02,delivered
ord-01053,cust-0081,Instagram,camp-studio,2025-12-14,2025-12-17,delivered
ord-01054,cust-0189,Organic,organic,2026-08-07,,pending
ord-01055,cust-0053,Instagram,camp-studio,2026-02-04,2026-02-06,delivered
ord-01056,cust-0002,Organic,organic,2026-01-18,2026-01-21,delivered
ord-01057,cust-0218,Paid Social,camp-move,2026-08-31,2026-09-02,delivered
ord-01058,cust-0310,Organic,organic,2026-05-12,,pending
ord-01059,cust-0251,Organic,organic,2026-09-12,,shipped
ord-01060,cust-0188,Organic,organic,2026-05-30,2026-06-04,delivered
ord-01061,cust-0270,Instagram,camp-studio,2026-08-22,2026-08-24,delivered
ord-01062,cust-0018,Instagram,camp-studio,2026-08-19,2026-08-21,delivered
ord-01063,cust-0293,Organic,organic,2026-08-21,,pending
ord-01064,cust-0332,Organic,organic,2026-06-28,2026-06-30,delivered
ord-01065,cust-0068,Paid Social,camp-move,2025-11-03,,paid
ord-01066,cust-0009,Organic,organic,2026-03-11,,paid
ord-01067,cust-0343,Instagram,camp-studio,2025-11-22,,paid
ord-01068,cust-0142,Instagram,camp-studio,2026-08-09,2026-08-12,delivered
ord-01069,cust-0180,Instagram,camp-studio,2025-12-09,2025-12-11,delivered
ord-01070,cust-0045,Instagram,camp-studio,2026-03-13,2026-03-15,delivered
ord-01071,cust-0042,Instagram,camp-studio,2026-02-11,,shipped
ord-01072,cust-0028,DM,camp-private,2026-04-04,2026-04-07,delivered
ord-01073,cust-0179,Paid Social,camp-move,2026-08-16,,paid
ord-01074,cust-0108,Paid Social,camp-move,2026-09-16,,shipped
ord-01075,cust-0283,Instagram,camp-studio,2026-04-26,,paid
ord-01076,cust-0166,Paid Social,camp-move,2026-03-31,,shipped
ord-01077,cust-0005,Paid Social,camp-move,2025-12-12,2025-12-14,delivered
ord-01078,cust-0295,Paid Social,camp-move,2026-09-12,2026-09-15,delivered
ord-01079,cust-0219,Organic,organic,2026-08-20,2026-08-22,delivered
ord-01080,cust-0067,Instagram,camp-studio,2026-09-17,,cancelled
ord-01081,cust-0085,Instagram,camp-studio,2026-08-31,2026-09-03,delivered
ord-01082,cust-0398,Instagram,camp-studio,2026-04-01,2026-04-03,delivered
ord-01083,cust-0343,Organic,organic,2026-04-02,,shipped
ord-01084,cust-0069,Organic,organic,2026-04-14,,pending
ord-01085,cust-0037,Paid Social,camp-move,2026-03-18,,shipped
ord-01086,cust-0175,Organic,organic,2026-06-05,2026-06-10,delivered
ord-01087,cust-0109,Paid Social,camp-move,2026-03-02,2026-03-05,delivered
ord-01088,cust-0018,Organic,organic,2026-04-26,2026-04-29,delivered
ord-01089,cust-0007,Instagram,camp-studio,2025-12-13,2025-12-18,delivered
ord-01090,cust-0400,DM,camp-private,2026-05-22,,paid
ord-01091,cust-0197,Instagram,camp-studio,2026-09-02,2026-09-06,delivered
ord-01092,cust-0236,Instagram,camp-studio,2026-03-28,2026-04-01,delivered
ord-01093,cust-0167,DM,camp-private,2026-05-12,2026-05-16,delivered
ord-01094,cust-0274,Instagram,camp-studio,2026-04-16,2026-04-21,delivered
ord-01095,cust-0376,Paid Social,camp-move,2026-06-17,2026-06-21,delivered
ord-01096,cust-0217,Instagram,camp-studio,2026-04-15,,cancelled
ord-01097,cust-0316,Paid Social,camp-move,2026-06-12,,paid
ord-01098,cust-0224,DM,camp-private,2026-02-09,,paid
ord-01099,cust-0010,DM,camp-private,2026-04-22,2026-04-27,delivered
ord-01100,cust-0010,Instagram,camp-studio,2026-09-20,,paid
ord-01101,cust-0326,Instagram,camp-studio,2026-07-23,2026-07-25,delivered
ord-01102,cust-0345,Instagram,camp-studio,2026-04-09,2026-04-11,delivered
ord-01103,cust-0272,Instagram,camp-studio,2026-03-30,,shipped
ord-01104,cust-0320,Paid Social,camp-move,2026-03-21,2026-03-23,delivered
ord-01105,cust-0276,Paid Social,camp-move,2025-11-28,,pending
ord-01106,cust-0282,Instagram,camp-studio,2026-04-19,2026-04-23,delivered
ord-01107,cust-0254,Instagram,camp-studio,2026-07-14,,pending
ord-01108,cust-0350,Paid Social,camp-move,2025-11-11,,shipped
ord-01109,cust-0313,Paid Social,camp-move,2026-09-13,2026-09-18,delivered
ord-01110,cust-0242,Instagram,camp-studio,2026-09-07,2026-09-12,delivered
ord-01111,cust-0123,Paid Social,camp-move,2026-02-04,,shipped
ord-01112,cust-0124,Organic,organic,2025-12-21,2025-12-23,delivered
ord-01113,cust-0036,DM,camp-private,2026-02-11,,shipped
ord-01114,cust-0367,DM,camp-private,2026-07-29,2026-07-31,delivered
ord-01115,cust-0372,Paid Social,camp-move,2026-05-14,,shipped
ord-01116,cust-0135,Organic,organic,2026-07-15,2026-07-18,delivered
ord-01117,cust-0038,Organic,organic,2026-05-14,2026-05-17,delivered
ord-01118,cust-0359,Paid Social,camp-move,2026-08-30,2026-09-02,delivered
ord-01119,cust-0325,Paid Social,camp-move,2026-03-01,2026-03-05,delivered
ord-01120,cust-0109,Instagram,camp-studio,2026-07-17,2026-07-21,delivered
ord-01121,cust-0257,Paid Social,camp-move,2026-05-22,2026-05-27,delivered
ord-01122,cust-0195,DM,camp-private,2026-01-23,2026-01-26,delivered
