id,variant_id,date,kind,quantity,reference_id
mov-sale-item-001120,var-legging-black-s,2026-05-22,sale,-2,item-001120
mov-sale-item-001685,var-top-rose-s,2026-05-22,sale,-1,item-001685
mov-sale-item-000913,var-sock-lilac-s,2026-05-23,sale,-3,item-000913
mov-sale-item-000914,var-top-black-s,2026-05-23,sale,-2,item-000914
mov-sale-item-000023,var-short-black-s,2026-05-24,sale,-1,item-000023
mov-sale-item-000254,var-sock-rose-l,2026-05-24,sale,-2,item-000254
mov-sale-item-000255,var-legging-black-s,2026-05-24,sale,-2,item-000255
mov-sale-item-000310,var-legging-navy-m,2026-05-24,sale,-3,item-000310
mov-sale-item-000311,var-sock-black-l,2026-05-24,sale,-1,item-000311
mov-sale-item-000312,var-sock-rose-l,2026-05-24,sale,-1,item-000312
mov-sale-item-000473,var-short-navy-l,2026-05-24,sale,-3,item-000473
mov-sale-item-000948,var-sock-ivory-l,2026-05-24,sale,-1,item-000948
mov-sale-item-000949,var-short-navy-l,2026-05-24,sale,-3,item-000949
mov-sale-item-001242,var-sock-rose-l,2026-05-24,sale,-1,item-001242
mov-sale-item-001326,var-sock-sage-l,2026-05-24,sale,-3,item-001326
mov-sale-item-001734,var-sock-lilac-m,2026-05-24,sale,-2,item-001734
mov-sale-item-001735,var-sock-sage-l,2026-05-24,sale,-2,item-001735
mov-sale-item-000205,var-sock-sage-m,2026-05-25,sale,-3,item-000205
mov-sale-item-000325,var-top-black-l,2026-05-25,sale,-3,item-000325
mov-sale-item-000104,var-sock-black-l,2026-05-26,sale,-1,item-000104
mov-sale-item-000171,var-sock-ivory-s,2026-05-26,sale,-2,item-000171
mov-sale-item-000435,var-sock-black-m,2026-05-26,sale,-2,item-000435
mov-sale-item-000436,var-sock-ivory-s,2026-05-26,sale,-1,item-000436
mov-sale-item-000608,var-short-coral-s,2026-05-26,sale,-3,item-000608
mov-sale-item-000863,var-sock-rose-m,2026-05-26,sale,-2,item-000863
mov-sale-item-000864,var-sock-rose-s,2026-05-26,sale,-3,item-000864
mov-sale-item-000097,var-top-black-s,2026-05-27,sale,-1,item-000097
mov-sale-item-000743,var-top-rose-m,2026-05-27,sale,-2,item-000743
mov-sale-item-000084,var-sock-rose-s,2026-05-28,sale,-3,item-000084
mov-sale-item-000450,var-sock-black-s,2026-05-28,sale,-3,item-000450
mov-sale-item-000943,var-short-navy-s,2026-05-28,sale,-1,item-000943
mov-sale-item-000944,var-legging-navy-l,2026-05-28,sale,-2,item-000944
mov-sale-item-000981,var-short-black-m,2026-05-28,sale,-1,item-000981
mov-sale-item-001034,var-sock-black-m,2026-05-28,sale,-3,item-001034
mov-sale-item-001035,var-sock-ivory-s,2026-05-28,sale,-3,item-001035
mov-sale-item-001036,var-sock-sage-l,2026-05-28,sale,-3,item-001036
mov-sale-item-001562,var-legging-black-m,2026-05-28,sale,-2,item-001562
mov-sale-item-001563,var-top-sand-s,2026-05-28,sale,-3,item-001563
mov-sale-item-001564,var-legging-olive-l,2026-05-28,sale,-1,item-001564
mov-sale-item-000417,var-sock-sage-m,2026-05-29,sale,-3,item-000417
mov-sale-item-000418,var-short-navy-s,2026-05-29,sale,-2,item-000418
mov-sale-item-000573,var-sock-sage-l,2026-05-29,sale,-2,item-000573
mov-sale-item-000574,var-sock-black-m,2026-05-29,sale,-1,item-000574
mov-sale-item-000734,var-sock-sage-s,2026-05-29,sale,-2,item-000734
mov-sale-item-000735,var-sock-coral-m,2026-05-29,sale,-3,item-000735
mov-sale-item-000855,var-sock-sage-s,2026-05-29,sale,-3,item-000855
mov-sale-item-000937,var-sock-ivory-s,2026-05-29,sale,-1,item-000937
mov-sale-item-000987,var-sock-lilac-s,2026-05-29,sale,-1,item-000987
mov-sale-item-000988,var-top-black-s,2026-05-29,sale,-2,item-000988
mov-sale-item-000996,var-sock-lilac-s,2026-05-29,sale,-1,item-000996
mov-sale-item-000997,var-sock-lilac-m,2026-05-29,sale,-2,item-000997
mov-sale-item-001256,var-top-sand-s,2026-05-29,sale,-2,item-001256
mov-sale-item-001257,var-sock-rose-s,2026-05-29,sale,-1,item-001257
mov-sale-item-001364,var-sock-lilac-l,2026-05-29,sale,-3,item-001364
mov-sale-item-001390,var-short-black-m,2026-05-29,sale,-2,item-001390
mov-sale-item-001488,var-sock-black-s,2026-05-29,sale,-1,item-001488
mov-sale-item-001489,var-short-navy-m,2026-05-29,sale,-3,item-001489
mov-sale-item-001551,var-sock-rose-m,2026-05-29,sale,-1,item-001551
mov-sale-item-000286,var-sock-coral-l,2026-05-30,sale,-3,item-000286
mov-sale-item-000287,var-sock-coral-m,2026-05-30,sale,-2,item-000287
mov-sale-item-000288,var-short-coral-l,2026-05-30,sale,-2,item-000288
mov-sale-item-000292,var-sock-sage-l,2026-05-30,sale,-1,item-000292
mov-sale-item-000622,var-legging-black-m,2026-05-30,sale,-1,item-000622
mov-sale-item-000623,var-sock-ivory-s,2026-05-30,sale,-2,item-000623
mov-sale-item-000836,var-sock-lilac-m,2026-05-30,sale,-3,item-000836
mov-sale-item-000845,var-top-rose-l,2026-05-30,sale,-3,item-000845
mov-sale-item-001595,var-sock-rose-s,2026-05-31,sale,-2,item-001595
mov-sale-item-001596,var-legging-black-s,2026-05-31,sale,-1,item-001596
mov-sale-item-000202,var-sock-coral-s,2026-06-01,sale,-1,item-000202
mov-sale-item-000203,var-sock-lilac-l,2026-06-01,sale,-3,item-000203
mov-sale-item-000204,var-legging-black-l,2026-06-01,sale,-2,item-000204
mov-sale-item-000518,var-sock-rose-s,2026-06-01,sale,-1,item-000518
mov-return-return-00009,var-legging-black-s,2026-06-02,return,1,return-00009
mov-sale-item-000250,var-top-black-m,2026-06-02,sale,-1,item-000250
mov-sale-item-000251,var-short-coral-m,2026-06-02,sale,-1,item-000251
mov-sale-item-001246,var-legging-navy-m,2026-06-02,sale,-2,item-001246
mov-sale-item-001751,var-legging-black-m,2026-06-02,sale,-3,item-001751
mov-return-return-00035,var-sock-ivory-s,2026-06-03,return,1,return-00035
mov-sale-item-000144,var-sock-coral-l,2026-06-03,sale,-3,item-000144
mov-sale-item-000953,var-short-black-m,2026-06-04,sale,-2,item-000953
mov-sale-item-000954,var-legging-navy-l,2026-06-04,sale,-3,item-000954
mov-sale-item-001013,var-sock-rose-s,2026-06-04,sale,-2,item-001013
mov-sale-item-001014,var-legging-black-s,2026-06-04,sale,-1,item-001014
mov-sale-item-001436,var-sock-coral-l,2026-06-04,sale,-3,item-001436
mov-sale-item-001070,var-sock-black-l,2026-06-05,sale,-1,item-001070
mov-sale-item-001071,var-sock-rose-m,2026-06-05,sale,-3,item-001071
mov-sale-item-001335,var-top-black-m,2026-06-05,sale,-2,item-001335
mov-sale-item-001631,var-legging-navy-m,2026-06-05,sale,-2,item-001631
mov-sale-item-000225,var-sock-ivory-m,2026-06-06,sale,-3,item-000225
mov-return-return-00053,var-sock-rose-m,2026-06-07,return,1,return-00053
mov-sale-item-000345,var-top-rose-s,2026-06-07,sale,-1,item-000345
mov-sale-item-000346,var-sock-rose-m,2026-06-07,sale,-2,item-000346
mov-sale-item-000746,var-sock-sage-s,2026-06-07,sale,-3,item-000746
mov-sale-item-000747,var-sock-rose-s,2026-06-07,sale,-2,item-000747
mov-sale-item-000903,var-top-rose-m,2026-06-07,sale,-2,item-000903
mov-sale-item-000904,var-sock-ivory-s,2026-06-07,sale,-2,item-000904
mov-sale-item-000905,var-sock-ivory-m,2026-06-07,sale,-1,item-000905
mov-sale-item-000963,var-legging-navy-m,2026-06-07,sale,-3,item-000963
mov-sale-item-001738,var-sock-coral-s,2026-06-07,sale,-1,item-001738
mov-sale-item-001739,var-short-coral-l,2026-06-07,sale,-3,item-001739
mov-sale-item-001740,var-short-navy-l,2026-06-07,sale,-1,item-001740
mov-sale-item-000018,var-sock-rose-s,2026-06-08,sale,-2,item-000018
mov-sale-item-000083,var-sock-coral-s,2026-06-08,sale,-1,item-000083
mov-sale-item-000219,var-sock-coral-s,2026-06-08,sale,-2,item-000219
mov-sale-item-000220,var-top-sand-m,2026-06-08,sale,-1,item-000220
mov-sale-item-000270,var-top-sand-l,2026-06-08,sale,-3,item-000270
mov-sale-item-000838,var-legging-navy-s,2026-06-08,sale,-2,item-000838
mov-sale-item-001138,var-legging-olive-s,2026-06-08,sale,-2,item-001138
mov-sale-item-001139,var-sock-ivory-m,2026-06-08,sale,-2,item-001139
mov-sale-item-001544,var-sock-sage-m,2026-06-08,sale,-1,item-001544
mov-sale-item-001692,var-top-sand-l,2026-06-08,sale,-1,item-001692
mov-sale-item-001693,var-top-rose-l,2026-06-08,sale,-2,item-001693
mov-sale-item-000262,var-sock-ivory-s,2026-06-09,sale,-3,item-000262
mov-sale-item-000263,var-legging-black-l,2026-06-09,sale,-3,item-000263
mov-sale-item-000515,var-sock-black-m,2026-06-09,sale,-1,item-000515
mov-sale-item-000564,var-sock-sage-m,2026-06-09,sale,-2,item-000564
mov-sale-item-000767,var-legging-black-m,2026-06-09,sale,-2,item-000767
mov-sale-item-000922,var-short-coral-m,2026-06-09,sale,-3,item-000922
mov-sale-item-001039,var-sock-sage-s,2026-06-09,sale,-3,item-001039
mov-sale-item-001225,var-legging-navy-l,2026-06-09,sale,-1,item-001225
mov-sale-item-001226,var-legging-navy-s,2026-06-09,sale,-1,item-001226
mov-sale-item-001254,var-sock-coral-m,2026-06-09,sale,-1,item-001254
mov-sale-item-001255,var-top-rose-s,2026-06-09,sale,-1,item-001255
mov-sale-item-001724,var-short-coral-l,2026-06-09,sale,-2,item-001724
mov-sale-item-000201,var-short-coral-m,2026-06-10,sale,-3,item-000201
mov-sale-item-000497,var-sock-sage-s,2026-06-10,sale,-2,item-000497
mov-sale-item-000585,var-sock-black-l,2026-06-10,sale,-1,item-000585
mov-sale-item-000586,var-sock-black-s,2026-06-10,sale,-1,item-000586
mov-sale-item-001025,var-top-rose-l,2026-06-10,sale,-3,item-001025
mov-sale-item-001026,var-top-black-s,2026-06-10,sale,-3,item-001026
mov-sale-item-001302,var-sock-lilac-m,2026-06-10,sale,-2,item-001302
mov-sale-item-001425,var-sock-coral-s,2026-06-10,sale,-3,item-001425
mov-sale-item-001426,var-top-rose-s,2026-06-10,sale,-1,item-001426
mov-sale-item-000387,var-sock-ivory-s,2026-06-11,sale,-3,item-000387
mov-sale-item-000388,var-sock-coral-m,2026-06-11,sale,-1,item-000388
mov-sale-item-000389,var-legging-olive-m,2026-06-11,sale,-1,item-000389
mov-sale-item-000986,var-short-navy-l,2026-06-11,sale,-2,item-000986
mov-return-return-00049,var-sock-coral-l,2026-06-12,return,1,return-00049
mov-sale-item-000572,var-sock-sage-l,2026-06-12,sale,-1,item-000572
mov-sale-item-000336,var-sock-black-l,2026-06-13,sale,-3,item-000336
mov-sale-item-000337,var-legging-navy-l,2026-06-13,sale,-2,item-000337
mov-sale-item-000338,var-sock-rose-l,2026-06-13,sale,-3,item-000338
mov-sale-item-000980,var-top-rose-m,2026-06-13,sale,-1,item-000980
mov-sale-item-001548,var-sock-coral-l,2026-06-13,sale,-3,item-001548
mov-sale-item-001549,var-sock-lilac-m,2026-06-13,sale,-3,item-001549
mov-sale-item-001732,var-sock-sage-l,2026-06-13,sale,-3,item-001732
mov-sale-item-001733,var-sock-rose-s,2026-06-13,sale,-1,item-001733
mov-sale-item-000207,var-sock-coral-m,2026-06-14,sale,-2,item-000207
mov-sale-item-000616,var-sock-ivory-s,2026-06-14,sale,-2,item-000616
mov-sale-item-000617,var-legging-navy-l,2026-06-14,sale,-3,item-000617
mov-sale-item-001456,var-top-rose-l,2026-06-14,sale,-1,item-001456
mov-sale-item-001457,var-sock-ivory-s,2026-06-14,sale,-3,item-001457
mov-sale-item-001458,var-top-sand-s,2026-06-14,sale,-2,item-001458
mov-sale-item-001741,var-sock-ivory-s,2026-06-14,sale,-1,item-001741
mov-sale-item-000029,var-sock-rose-l,2026-06-15,sale,-2,item-000029
mov-sale-item-000030,var-sock-ivory-m,2026-06-15,sale,-1,item-000030
mov-sale-item-000896,var-sock-black-m,2026-06-15,sale,-1,item-000896
mov-sale-item-000664,var-sock-ivory-s,2026-06-16,sale,-2,item-000664
mov-sale-item-000665,var-sock-lilac-s,2026-06-16,sale,-3,item-000665
mov-sale-item-000778,var-short-coral-s,2026-06-16,sale,-1,item-000778
mov-sale-item-000779,var-sock-sage-s,2026-06-16,sale,-3,item-000779
mov-sale-item-000780,var-sock-black-s,2026-06-16,sale,-2,item-000780
mov-sale-item-001158,var-sock-sage-m,2026-06-16,sale,-2,item-001158
mov-sale-item-001421,var-sock-sage-s,2026-06-16,sale,-3,item-001421
mov-sale-item-001422,var-sock-coral-s,2026-06-16,sale,-3,item-001422
mov-sale-item-000451,var-short-navy-s,2026-06-17,sale,-1,item-000451
mov-sale-item-000452,var-sock-ivory-s,2026-06-17,sale,-2,item-000452
mov-sale-item-000527,var-sock-sage-l,2026-06-17,sale,-3,item-000527
mov-sale-item-000528,var-sock-lilac-m,2026-06-17,sale,-3,item-000528
mov-sale-item-000886,var-legging-olive-m,2026-06-17,sale,-1,item-000886
mov-sale-item-000887,var-sock-rose-m,2026-06-17,sale,-2,item-000887
mov-sale-item-001645,var-sock-ivory-s,2026-06-17,sale,-2,item-001645
mov-sale-item-001646,var-top-black-m,2026-06-17,sale,-3,item-001646
mov-return-return-00039,var-sock-ivory-m,2026-06-18,return,1,return-00039
mov-sale-item-000669,var-sock-ivory-s,2026-06-18,sale,-3,item-000669
mov-sale-item-000226,var-short-navy-l,2026-06-19,sale,-2,item-000226
mov-sale-item-000227,var-sock-coral-m,2026-06-19,sale,-3,item-000227
mov-sale-item-000318,var-sock-black-s,2026-06-19,sale,-2,item-000318
mov-sale-item-001000,var-top-rose-s,2026-06-19,sale,-1,item-001000
mov-sale-item-001001,var-top-black-l,2026-06-19,sale,-2,item-001001
mov-sale-item-000339,var-top-black-l,2026-06-20,sale,-2,item-000339
mov-sale-item-000584,var-short-navy-l,2026-06-20,sale,-1,item-000584
mov-sale-item-000707,var-sock-lilac-s,2026-06-20,sale,-2,item-000707
mov-sale-item-000801,var-top-sand-l,2026-06-20,sale,-3,item-000801
mov-sale-item-000802,var-sock-black-l,2026-06-20,sale,-3,item-000802
mov-sale-item-001106,var-sock-coral-s,2026-06-20,sale,-3,item-001106
mov-sale-item-001107,var-sock-lilac-s,2026-06-20,sale,-3,item-001107
mov-sale-item-001339,var-sock-lilac-l,2026-06-20,sale,-2,item-001339
mov-sale-item-001340,var-short-navy-s,2026-06-20,sale,-2,item-001340
mov-sale-item-001412,var-top-rose-m,2026-06-20,sale,-1,item-001412
mov-sale-item-001508,var-legging-olive-l,2026-06-20,sale,-3,item-001508
mov-sale-item-001509,var-top-sand-l,2026-06-20,sale,-1,item-001509
mov-sale-item-000281,var-sock-rose-m,2026-06-21,sale,-2,item-000281
mov-sale-item-000492,var-top-rose-m,2026-06-21,sale,-3,item-000492
mov-sale-item-000493,var-sock-ivory-s,2026-06-21,sale,-2,item-000493
mov-sale-item-000765,var-top-black-m,2026-06-21,sale,-2,item-000765
mov-sale-item-000766,var-top-black-s,2026-06-21,sale,-2,item-000766
mov-sale-item-001075,var-short-navy-m,2026-06-21,sale,-1,item-001075
mov-sale-item-001076,var-sock-lilac-m,2026-06-21,sale,-1,item-001076
mov-sale-item-001210,var-sock-ivory-s,2026-06-21,sale,-1,item-001210
mov-sale-item-001288,var-top-black-m,2026-06-22,sale,-1,item-001288
mov-sale-item-001691,var-sock-coral-m,2026-06-22,sale,-1,item-001691
mov-return-return-00033,var-top-rose-m,2026-06-23,return,1,return-00033
mov-sale-item-000141,var-sock-sage-s,2026-06-23,sale,-3,item-000141
mov-sale-item-000142,var-sock-black-l,2026-06-23,sale,-1,item-000142
mov-sale-item-000968,var-top-rose-s,2026-06-23,sale,-1,item-000968
mov-sale-item-001265,var-sock-sage-m,2026-06-23,sale,-2,item-001265
mov-sale-item-000560,var-legging-black-m,2026-06-24,sale,-3,item-000560
mov-sale-item-000561,var-sock-sage-s,2026-06-24,sale,-3,item-000561
mov-sale-item-000686,var-legging-black-l,2026-06-24,sale,-1,item-000686
mov-sale-item-000687,var-sock-sage-l,2026-06-24,sale,-1,item-000687
mov-sale-item-000837,var-top-sand-m,2026-06-24,sale,-1,item-000837
mov-sale-item-000918,var-legging-olive-l,2026-06-24,sale,-1,item-000918
mov-sale-item-000936,var-sock-ivory-s,2026-06-24,sale,-2,item-000936
mov-sale-item-001428,var-sock-coral-s,2026-06-24,sale,-2,item-001428
mov-sale-item-000189,var-sock-ivory-l,2026-06-25,sale,-2,item-000189
mov-sale-item-000323,var-sock-lilac-m,2026-06-25,sale,-3,item-000323
mov-sale-item-000343,var-sock-coral-s,2026-06-25,sale,-2,item-000343
mov-sale-item-000379,var-sock-coral-m,2026-06-25,sale,-1,item-000379
mov-sale-item-000380,var-sock-sage-m,2026-06-25,sale,-2,item-000380
mov-sale-item-000444,var-sock-rose-l,2026-06-25,sale,-3,item-000444
mov-sale-item-000612,var-short-black-m,2026-06-25,sale,-1,item-000612
mov-sale-item-000635,var-sock-coral-l,2026-06-25,sale,-1,item-000635
mov-sale-item-000916,var-short-black-s,2026-06-25,sale,-1,item-000916
mov-sale-item-000917,var-sock-sage-s,2026-06-25,sale,-1,item-000917
mov-sale-item-001170,var-legging-navy-s,2026-06-25,sale,-2,item-001170
mov-sale-item-001171,var-sock-lilac-m,2026-06-25,sale,-2,item-001171
mov-sale-item-001172,var-top-black-l,2026-06-25,sale,-3,item-001172
mov-sale-item-001369,var-sock-sage-m,2026-06-25,sale,-2,item-001369
mov-sale-item-001431,var-legging-olive-s,2026-06-25,sale,-2,item-001431
mov-sale-item-001432,var-short-black-l,2026-06-25,sale,-3,item-001432
mov-sale-item-001433,var-top-rose-m,2026-06-25,sale,-1,item-001433
mov-sale-item-001558,var-sock-sage-m,2026-06-25,sale,-2,item-001558
mov-sale-item-000637,var-sock-sage-s,2026-06-26,sale,-1,item-000637
mov-sale-item-000638,var-legging-navy-m,2026-06-26,sale,-2,item-000638
mov-sale-item-000852,var-top-black-s,2026-06-26,sale,-1,item-000852
mov-sale-item-000853,var-legging-olive-m,2026-06-26,sale,-3,item-000853
mov-sale-item-000854,var-sock-sage-m,2026-06-26,sale,-3,item-000854
mov-sale-item-000068,var-sock-ivory-l,2026-06-27,sale,-2,item-000068
mov-sale-item-000576,var-sock-rose-m,2026-06-27,sale,-3,item-000576
mov-sale-item-000021,var-legging-olive-m,2026-06-28,sale,-3,item-000021
mov-sale-item-000022,var-legging-navy-m,2026-06-28,sale,-1,item-000022
mov-sale-item-000591,var-sock-black-s,2026-06-28,sale,-2,item-000591
mov-sale-item-001473,var-sock-coral-s,2026-06-28,sale,-3,item-001473
mov-sale-item-001474,var-top-rose-l,2026-06-28,sale,-1,item-001474
mov-sale-item-001569,var-sock-sage-l,2026-06-28,sale,-2,item-001569
mov-sale-item-001570,var-top-black-m,2026-06-28,sale,-1,item-001570
mov-sale-item-001600,var-short-coral-m,2026-06-28,sale,-3,item-001600
mov-sale-item-000045,var-legging-black-s,2026-06-29,sale,-2,item-000045
mov-sale-item-000046,var-sock-sage-l,2026-06-29,sale,-3,item-000046
mov-sale-item-000495,var-sock-black-l,2026-06-29,sale,-1,item-000495
mov-sale-item-000496,var-legging-navy-m,2026-06-29,sale,-1,item-000496
mov-sale-item-000947,var-legging-navy-l,2026-06-29,sale,-3,item-000947
mov-sale-item-001236,var-sock-rose-l,2026-06-29,sale,-1,item-001236
mov-sale-item-001237,var-sock-black-s,2026-06-29,sale,-1,item-001237
mov-sale-item-001501,var-short-navy-s,2026-06-29,sale,-1,item-001501
mov-sale-item-001554,var-legging-olive-l,2026-06-29,sale,-3,item-001554
mov-sale-item-001555,var-sock-lilac-l,2026-06-29,sale,-2,item-001555
mov-sale-item-001721,var-top-black-m,2026-06-29,sale,-3,item-001721
mov-sale-item-001786,var-legging-navy-l,2026-06-29,sale,-2,item-001786
mov-sale-item-000028,var-short-navy-l,2026-06-30,sale,-3,item-000028
mov-sale-item-000313,var-sock-coral-l,2026-06-30,sale,-1,item-000313
mov-sale-item-000314,var-top-sand-s,2026-06-30,sale,-1,item-000314
mov-sale-item-000414,var-sock-coral-m,2026-06-30,sale,-1,item-000414
mov-sale-item-000415,var-short-navy-m,2026-06-30,sale,-1,item-000415
mov-sale-item-000416,var-top-black-l,2026-06-30,sale,-2,item-000416
mov-sale-item-000437,var-top-rose-s,2026-06-30,sale,-3,item-000437
mov-sale-item-000438,var-legging-navy-l,2026-06-30,sale,-3,item-000438
mov-sale-item-000439,var-sock-ivory-s,2026-06-30,sale,-2,item-000439
mov-sale-item-000673,var-sock-black-m,2026-06-30,sale,-2,item-000673
mov-sale-item-001521,var-sock-black-m,2026-06-30,sale,-3,item-001521
mov-sale-item-000087,var-top-sand-l,2026-07-01,sale,-1,item-000087
mov-sale-item-000127,var-sock-lilac-l,2026-07-01,sale,-2,item-000127
mov-sale-item-000128,var-sock-lilac-m,2026-07-01,sale,-2,item-000128
mov-sale-item-000129,var-sock-ivory-m,2026-07-01,sale,-3,item-000129
mov-sale-item-000334,var-sock-ivory-l,2026-07-01,sale,-1,item-000334
mov-sale-item-000335,var-sock-black-s,2026-07-01,sale,-3,item-000335
mov-sale-item-000441,var-sock-coral-s,2026-07-01,sale,-1,item-000441
mov-sale-item-000442,var-sock-sage-s,2026-07-01,sale,-1,item-000442
mov-sale-item-000789,var-top-rose-l,2026-07-01,sale,-1,item-000789
mov-sale-item-000897,var-legging-olive-m,2026-07-01,sale,-3,item-000897
mov-sale-item-001196,var-short-coral-m,2026-07-01,sale,-1,item-001196
mov-sale-item-001197,var-legging-black-s,2026-07-01,sale,-1,item-001197
mov-sale-item-001198,var-sock-lilac-s,2026-07-01,sale,-2,item-001198
mov-sale-item-001202,var-sock-sage-l,2026-07-01,sale,-1,item-001202
mov-sale-item-001240,var-top-sand-s,2026-07-01,sale,-1,item-001240
mov-sale-item-001241,var-short-navy-m,2026-07-01,sale,-3,item-001241
mov-sale-item-001263,var-short-navy-s,2026-07-01,sale,-2,item-001263
mov-sale-item-001264,var-short-navy-l,2026-07-01,sale,-2,item-001264
mov-sale-item-001539,var-top-rose-l,2026-07-01,sale,-3,item-001539
mov-sale-item-001540,var-sock-black-s,2026-07-01,sale,-2,item-001540
mov-sale-item-000349,var-top-sand-l,2026-07-02,sale,-2,item-000349
mov-sale-item-000350,var-sock-rose-m,2026-07-02,sale,-1,item-000350
mov-sale-item-000677,var-short-navy-m,2026-07-02,sale,-2,item-000677
mov-sale-item-001512,var-sock-sage-l,2026-07-02,sale,-3,item-001512
mov-sale-item-001513,var-top-black-l,2026-07-02,sale,-1,item-001513
mov-sale-item-001514,var-sock-coral-m,2026-07-02,sale,-1,item-001514
mov-sale-item-000230,var-sock-rose-m,2026-07-03,sale,-3,item-000230
mov-sale-item-000231,var-sock-coral-m,2026-07-03,sale,-3,item-000231
mov-sale-item-000232,var-top-sand-s,2026-07-03,sale,-1,item-000232
mov-sale-item-000588,var-sock-black-s,2026-07-03,sale,-3,item-000588
mov-sale-item-000593,var-top-rose-s,2026-07-03,sale,-1,item-000593
mov-sale-item-000594,var-sock-rose-l,2026-07-03,sale,-2,item-000594
mov-sale-item-001137,var-top-sand-m,2026-07-03,sale,-2,item-001137
mov-sale-item-001495,var-sock-lilac-l,2026-07-03,sale,-3,item-001495
mov-sale-item-001496,var-legging-black-s,2026-07-03,sale,-2,item-001496
mov-return-return-00013,var-sock-sage-m,2026-07-04,return,1,return-00013
mov-sale-item-000762,var-sock-ivory-s,2026-07-04,sale,-3,item-000762
mov-sale-item-000839,var-sock-sage-l,2026-07-04,sale,-2,item-000839
mov-sale-item-000840,var-legging-black-s,2026-07-04,sale,-2,item-000840
mov-sale-item-000606,var-top-rose-l,2026-07-05,sale,-3,item-000606
mov-return-return-00029,var-top-black-s,2026-07-06,return,1,return-00029
mov-sale-item-000039,var-short-navy-s,2026-07-06,sale,-1,item-000039
mov-sale-item-000188,var-sock-sage-m,2026-07-06,sale,-2,item-000188
mov-sale-item-000969,var-sock-sage-s,2026-07-06,sale,-1,item-000969
mov-sale-item-000970,var-short-navy-l,2026-07-06,sale,-2,item-000970
mov-return-return-00041,var-sock-sage-l,2026-07-07,return,1,return-00041
mov-sale-item-000152,var-legging-navy-m,2026-07-07,sale,-2,item-000152
mov-sale-item-000395,var-sock-coral-s,2026-07-07,sale,-1,item-000395
mov-sale-item-000396,var-sock-rose-m,2026-07-07,sale,-1,item-000396
mov-sale-item-000696,var-sock-coral-s,2026-07-07,sale,-2,item-000696
mov-sale-item-001252,var-short-navy-l,2026-07-07,sale,-3,item-001252
mov-sale-item-001253,var-top-black-s,2026-07-07,sale,-2,item-001253
mov-sale-item-001491,var-sock-coral-l,2026-07-07,sale,-1,item-001491
mov-sale-item-001761,var-top-rose-m,2026-07-07,sale,-1,item-001761
mov-return-return-00011,var-top-sand-s,2026-07-08,return,1,return-00011
mov-return-return-00015,var-sock-coral-s,2026-07-08,return,1,return-00015
mov-sale-item-000526,var-legging-navy-m,2026-07-08,sale,-3,item-000526
mov-sale-item-000675,var-sock-ivory-m,2026-07-08,sale,-1,item-000675
mov-sale-item-000676,var-legging-olive-m,2026-07-08,sale,-1,item-000676
mov-sale-item-000777,var-short-navy-s,2026-07-08,sale,-2,item-000777
mov-sale-item-000169,var-sock-lilac-l,2026-07-09,sale,-2,item-000169
mov-sale-item-000659,var-top-rose-l,2026-07-09,sale,-1,item-000659
mov-sale-item-000660,var-sock-sage-s,2026-07-09,sale,-2,item-000660
mov-sale-item-000794,var-sock-ivory-s,2026-07-09,sale,-3,item-000794
mov-sale-item-000876,var-top-black-l,2026-07-09,sale,-3,item-000876
mov-sale-item-001124,var-sock-lilac-l,2026-07-09,sale,-3,item-001124
mov-sale-item-001125,var-sock-ivory-s,2026-07-09,sale,-3,item-001125
mov-sale-item-001167,var-legging-navy-m,2026-07-09,sale,-3,item-001167
mov-sale-item-001427,var-sock-ivory-m,2026-07-09,sale,-1,item-001427
mov-return-return-00005,var-sock-lilac-l,2026-07-10,return,1,return-00005
mov-sale-item-000298,var-legging-olive-l,2026-07-10,sale,-2,item-000298
mov-sale-item-000299,var-sock-sage-l,2026-07-10,sale,-2,item-000299
mov-sale-item-000306,var-short-navy-m,2026-07-10,sale,-3,item-000306
mov-sale-item-000307,var-sock-sage-l,2026-07-10,sale,-1,item-000307
mov-sale-item-000514,var-short-black-m,2026-07-10,sale,-3,item-000514
mov-sale-item-001065,var-sock-ivory-l,2026-07-10,sale,-3,item-001065
mov-sale-item-001348,var-short-navy-m,2026-07-10,sale,-2,item-001348
mov-sale-item-001349,var-sock-rose-s,2026-07-10,sale,-1,item-001349
mov-sale-item-001572,var-sock-sage-m,2026-07-10,sale,-1,item-001572
mov-sale-item-001573,var-short-black-m,2026-07-10,sale,-2,item-001573
mov-sale-item-000049,var-sock-coral-s,2026-07-11,sale,-1,item-000049
mov-sale-item-000069,var-legging-olive-l,2026-07-11,sale,-3,item-000069
mov-sale-item-000711,var-sock-black-m,2026-07-11,sale,-1,item-000711
mov-sale-item-000942,var-top-rose-l,2026-07-11,sale,-1,item-000942
mov-sale-item-001043,var-short-black-s,2026-07-11,sale,-3,item-001043
mov-sale-item-001285,var-top-sand-l,2026-07-11,sale,-3,item-001285
mov-sale-item-000146,var-sock-sage-m,2026-07-12,sale,-1,item-000146
mov-sale-item-000147,var-short-navy-l,2026-07-12,sale,-3,item-000147
mov-sale-item-000382,var-short-coral-l,2026-07-12,sale,-1,item-000382
mov-sale-item-000383,var-short-coral-m,2026-07-12,sale,-1,item-000383
mov-sale-item-000781,var-sock-sage-s,2026-07-13,sale,-3,item-000781
