id,order_item_id,quantity,status
reservation-001748,item-001748,3,released
reservation-001749,item-001749,1,released
reservation-001750,item-001750,3,released
reservation-001751,item-001751,3,released
reservation-001752,item-001752,1,released
reservation-001753,item-001753,2,released
reservation-001754,item-001754,3,released
reservation-001755,item-001755,3,released
reservation-001756,item-001756,2,released
reservation-001757,item-001757,1,released
reservation-001758,item-001758,2,released
reservation-001759,item-001759,1,released
reservation-001760,item-001760,3,released
reservation-001761,item-001761,1,released
reservation-001762,item-001762,3,released
reservation-001763,item-001763,2,released
reservation-001764,item-001764,1,released
reservation-001765,item-001765,2,released
reservation-001766,item-001766,1,released
reservation-001767,item-001767,2,released
reservation-001768,item-001768,3,released
reservation-001769,item-001769,1,released
reservation-001770,item-001770,1,released
reservation-001771,item-001771,2,released
reservation-001772,item-001772,2,released
reservation-001773,item-001773,2,released
reservation-001774,item-001774,1,released
reservation-001775,item-001775,2,released
reservation-001776,item-001776,2,released
reservation-001777,item-001777,1,released
reservation-001778,item-001778,3,released
reservation-001779,item-001779,2,released
reservation-001780,item-001780,3,released
reservation-001781,item-001781,3,released
reservation-001782,item-001782,2,released
reservation-001783,item-001783,2,released
reservation-001784,item-001784,2,released
reservation-001785,item-001785,1,released
reservation-001786,item-001786,2,released
reservation-001787,item-001787,1,released
reservation-001788,item-001788,2,released
reservation-001789,item-001789,3,released
reservation-001790,item-001790,3,released
reservation-001791,item-001791,1,released
reservation-001792,item-001792,3,released
reservation-001793,item-001793,3,released
reservation-001794,item-001794,1,released
reservation-001795,item-001795,1,released
reservation-001796,item-001796,2,released
reservation-001797,item-001797,2,released
reservation-001798,item-001798,2,released
reservation-001799,item-001799,1,released
reservation-001800,item-001800,3,released
reservation-001801,item-001801,1,active
reservation-001802,item-001802,2,active
reservation-001803,item-001803,3,released
reservation-001804,item-001804,1,released
reservation-001805,item-001805,2,active
